X	Y	Gültig
[mm]	[mm]	[1/0]
-44.795827	152.084766	1
-44.795327	152.084766	1
-44.794827	152.084766	1
-44.794327	152.084766	1
-44.793827	152.084766	1
-44.793327	152.084753	1
-44.792827	152.084804	1
-44.792327	152.084829	1
-44.791827	152.084854	1
-44.791327	152.084829	1
-44.790827	152.084842	1
-44.790327	152.084829	1
-44.789827	152.084867	1
-44.789327	152.084854	1
-44.788827	152.084829	1
-44.788327	152.084829	1
-44.787827	152.084854	1
-44.787327	152.084842	1
-44.786827	152.084842	1
-44.786327	152.084867	1
-44.785827	152.084867	1
-44.785327	152.084892	1
-44.784827	152.084867	1
-44.784327	152.084879	1
-44.783827	152.084867	1
-44.783327	152.084854	1
-44.782827	152.084854	1
-44.782327	152.084854	1
-44.781827	152.084867	1
-44.781327	152.084829	1
-44.780827	152.084842	1
-44.780327	152.084829	1
-44.779827	152.084829	1
-44.779327	152.084816	1
-44.778827	152.084804	1
-44.778327	152.084842	1
-44.777827	152.084854	1
-44.777327	152.084842	1
-44.776827	152.084842	1
-44.776327	152.084829	1
-44.775827	152.084854	1
-44.775327	152.084867	1
-44.774827	152.084867	1
-44.774327	152.084829	1
-44.773827	152.084842	1
-44.773327	152.084854	1
-44.772827	152.084879	1
-44.772327	152.084867	1
-44.771827	152.084867	1
-44.771327	152.084842	1
-44.770827	152.084867	1
-44.770327	152.084879	1
-44.769827	152.084879	1
-44.769327	152.084892	1
-44.768827	152.084892	1
-44.768327	152.084905	1
-44.767827	152.084905	1
-44.767327	152.084917	1
-44.766827	152.084905	1
-44.766327	152.084905	1
-44.765827	152.084879	1
-44.765327	152.084879	1
-44.764827	152.084867	1
-44.764327	152.084892	1
-44.763827	152.084905	1
-44.763327	152.084930	1
-44.762827	152.084930	1
-44.762327	152.084917	1
-44.761827	152.084905	1
-44.761327	152.084905	1
-44.760827	152.084930	1
-44.760327	152.084905	1
-44.759827	152.084867	1
-44.759327	152.084879	1
-44.758827	152.084892	1
-44.758327	152.084879	1
-44.757827	152.084879	1
-44.757327	152.084854	1
-44.756827	152.084842	1
-44.756327	152.084854	1
-44.755827	152.084867	1
-44.755327	152.084867	1
-44.754827	152.084867	1
-44.754327	152.084829	1
-44.753827	152.084879	1
-44.753327	152.084892	1
-44.752827	152.084892	1
-44.752327	152.084892	1
-44.751827	152.084854	1
-44.751327	152.084892	1
-44.750827	152.084892	1
-44.750327	152.084917	1
-44.749827	152.084892	1
-44.749327	152.084905	1
-44.748827	152.084905	1
-44.748327	152.084943	1
-44.747827	152.084930	1
-44.747327	152.084930	1
-44.746827	152.084905	1
-44.746327	152.084917	1
-44.745827	152.084930	1
-44.745327	152.084968	1
-44.744827	152.084981	1
-44.744327	152.084993	1
-44.743827	152.085006	1
-44.743327	152.085018	1
-44.742827	152.085006	1
-44.742327	152.084993	1
-44.741827	152.084955	1
-44.741327	152.084955	1
-44.740827	152.084943	1
-44.740327	152.084905	1
-44.739827	152.084892	1
-44.739327	152.084867	1
-44.738827	152.084905	1
-44.738327	152.084879	1
-44.737827	152.084854	1
-44.737327	152.084867	1
-44.736827	152.084867	1
-44.736327	152.084829	1
-44.735827	152.084829	1
-44.735327	152.084804	1
-44.734827	152.084778	1
-44.734327	152.084791	1
-44.733827	152.084816	1
-44.733327	152.084854	1
-44.732827	152.084854	1
-44.732327	152.084879	1
-44.731827	152.084917	1
-44.731327	152.084930	1
