X	Y	Gültig
[mm]	[mm]	[1/0]
-44.795777	152.083601	1
-44.795277	152.083526	1
-44.794777	152.083437	1
-44.794277	152.083374	1
-44.793777	152.083323	1
-44.793277	152.083323	1
-44.792777	152.083349	1
-44.792277	152.083399	1
-44.791777	152.083412	1
-44.791277	152.083475	1
-44.790777	152.083538	1
-44.790277	152.083614	1
-44.789777	152.083665	1
-44.789277	152.083715	1
-44.788777	152.083728	1
-44.788277	152.083766	1
-44.787777	152.083804	1
-44.787277	152.083829	1
-44.786777	152.083854	1
-44.786277	152.083854	1
-44.785777	152.083842	1
-44.785277	152.083816	1
-44.784777	152.083791	1
-44.784277	152.083778	1
-44.783777	152.083816	1
-44.783277	152.083854	1
-44.782777	152.083879	1
-44.782277	152.083917	1
-44.781777	152.083917	1
-44.781277	152.083968	1
-44.780777	152.084006	1
-44.780277	152.083993	1
-44.779777	152.083968	1
-44.779277	152.083930	1
-44.778777	152.083892	1
-44.778277	152.083879	1
-44.777777	152.083867	1
-44.777277	152.083842	1
-44.776777	152.083816	1
-44.776277	152.083804	1
-44.775777	152.083816	1
-44.775277	152.083791	1
-44.774777	152.083804	1
-44.774277	152.083791	1
-44.773777	152.083766	1
-44.773277	152.083753	1
-44.772777	152.083665	1
-44.772277	152.083601	1
-44.771777	152.083551	1
-44.771277	152.083538	1
-44.770777	152.083526	1
-44.770277	152.083538	1
-44.769777	152.083589	1
-44.769277	152.083614	1
-44.768777	152.083677	1
-44.768277	152.083703	1
-44.767777	152.083690	1
-44.767277	152.083677	1
-44.766777	152.083728	1
-44.766277	152.083766	1
-44.765777	152.083753	1
-44.765277	152.083753	1
-44.764777	152.083766	1
-44.764277	152.083778	1
-44.763777	152.083778	1
-44.763277	152.083804	1
-44.762777	152.083791	1
-44.762277	152.083816	1
-44.761777	152.083816	1
-44.761277	152.083804	1
-44.760777	152.083842	1
-44.760277	152.083854	1
-44.759777	152.083879	1
-44.759277	152.083867	1
-44.758777	152.083892	1
-44.758277	152.083905	1
-44.757777	152.083905	1
-44.757277	152.083867	1
-44.756777	152.083791	1
-44.756277	152.083665	1
-44.755777	152.083564	1
-44.755277	152.083526	1
-44.754777	152.083475	1
-44.754277	152.083526	1
-44.753777	152.083564	1
-44.753277	152.083601	1
-44.752777	152.083576	1
-44.752277	152.083627	1
-44.751777	152.083703	1
