X	Y	Gültig
[mm]	[mm]	[1/0]
-44.796157	152.069562	1
-44.795657	152.069587	1
-44.795157	152.069587	1
-44.794657	152.069574	1
-44.794157	152.069574	1
-44.793657	152.069600	1
-44.793157	152.069612	1
-44.792657	152.069612	1
-44.792157	152.069612	1
-44.791657	152.069638	1
-44.791157	152.069638	1
-44.790657	152.069587	1
-44.790157	152.069587	1
-44.789657	152.069587	1
-44.789157	152.069587	1
-44.788657	152.069587	1
-44.788157	152.069612	1
-44.787657	152.069600	1
-44.787157	152.069600	1
-44.786657	152.069600	1
-44.786157	152.069549	1
-44.785657	152.069549	1
-44.785157	152.069537	1
-44.784657	152.069499	1
-44.784157	152.069473	1
-44.783657	152.069435	1
-44.783157	152.069423	1
-44.782657	152.069410	1
-44.782157	152.069435	1
-44.781657	152.069435	1
-44.781157	152.069435	1
-44.780657	152.069423	1
-44.780157	152.069423	1
-44.779657	152.069398	1
-44.779157	152.069398	1
-44.778657	152.069398	1
-44.778157	152.069372	1
-44.777657	152.069385	1
-44.777157	152.069385	1
-44.776657	152.069410	1
-44.776157	152.069410	1
-44.775657	152.069398	1
-44.775157	152.069372	1
-44.774657	152.069347	1
-44.774157	152.069322	1
-44.773657	152.069322	1
-44.773157	152.069334	1
-44.772657	152.069360	1
-44.772157	152.069385	1
-44.771657	152.069461	1
-44.771157	152.069473	1
-44.770657	152.069537	1
-44.770157	152.069524	1
-44.769657	152.069537	1
-44.769157	152.069537	1
-44.768657	152.069549	1
-44.768157	152.069600	1
-44.767657	152.069587	1
-44.767157	152.069612	1
-44.766657	152.069625	1
-44.766157	152.069625	1
-44.765657	152.069625	1
-44.765157	152.069625	1
-44.764657	152.069574	1
-44.764157	152.069587	1
-44.763657	152.069600	1
-44.763157	152.069650	1
-44.762657	152.069650	1
-44.762157	152.069663	1
-44.761657	152.069650	1
-44.761157	152.069676	1
-44.760657	152.069663	1
-44.760157	152.069650	1
-44.759657	152.069612	1
-44.759157	152.069600	1
-44.758657	152.069574	1
-44.758157	152.069574	1
-44.757657	152.069549	1
-44.757157	152.069549	1
-44.756657	152.069537	1
-44.756157	152.069537	1
-44.755657	152.069524	1
-44.755157	152.069524	1
-44.754657	152.069537	1
-44.754157	152.069549	1
-44.753657	152.069549	1
-44.753157	152.069625	1
-44.752657	152.069612	1
-44.752157	152.069625	1
-44.751657	152.069625	1
-44.751157	152.069638	1
-44.750657	152.069688	1
-44.750157	152.069688	1
-44.749657	152.069688	1
-44.749157	152.069676	1
-44.748657	152.069676	1
-44.748157	152.069713	1
-44.747657	152.069726	1
-44.747157	152.069688	1
-44.746657	152.069701	1
-44.746157	152.069713	1
-44.745657	152.069726	1
-44.745157	152.069751	1
-44.744657	152.069764	1
-44.744157	152.069726	1
-44.743657	152.069739	1
-44.743157	152.069751	1
-44.742657	152.069739	1
-44.742157	152.069751	1
-44.741657	152.069739	1
-44.741157	152.069751	1
-44.740657	152.069764	1
-44.740157	152.069764	1
-44.739657	152.069726	1
-44.739157	152.069739	1
-44.738657	152.069726	1
-44.738157	152.069726	1
-44.737657	152.069676	1
-44.737157	152.069638	1
-44.736657	152.069650	1
-44.736157	152.069638	1
-44.735657	152.069625	1
-44.735157	152.069574	1
-44.734657	152.069587	1
-44.734157	152.069587	1
-44.733657	152.069612	1
-44.733157	152.069638	1
-44.732657	152.069625	1
-44.732157	152.069638	1
-44.731657	152.069676	1
-44.731157	152.069676	1
-44.730657	152.069688	1
-44.730157	152.069701	1
-44.729657	152.069688	1
-44.729157	152.069688	1
-44.728657	152.069701	1
-44.728157	152.069688	1
-44.727657	152.069676	1
-44.727157	152.069676	1
-44.726657	152.069713	1
-44.726157	152.069713	1
-44.725657	152.069726	1
-44.725157	152.069713	1
-44.724657	152.069739	1
-44.724157	152.069739	1
-44.723657	152.069751	1
-44.723157	152.069751	1
-44.722657	152.069764	1
-44.722157	152.069764	1
-44.721657	152.069802	1
-44.721157	152.069802	1
-44.720657	152.069802	1
-44.720157	152.069827	1
-44.719657	152.069852	1
-44.719157	152.069890	1
-44.718657	152.069916	1
-44.718157	152.069903	1
-44.717657	152.069916	1
-44.717157	152.069928	1
-44.716657	152.069941	1
-44.716157	152.069941	1
-44.715657	152.069916	1
-44.715157	152.069865	1
-44.714657	152.069852	1
-44.714157	152.069840	1
-44.713657	152.069878	1
-44.713157	152.069878	1
-44.712657	152.069852	1
-44.712157	152.069840	1
-44.711657	152.069865	1
-44.711157	152.069878	1
-44.710657	152.069852	1
-44.710157	152.069827	1
-44.709657	152.069840	1
-44.709157	152.069840	1
-44.708657	152.069852	1
-44.708157	152.069827	1
-44.707657	152.069827	1
-44.707157	152.069852	1
-44.706657	152.069840	1
-44.706157	152.069865	1
-44.705657	152.069865	1
-44.705157	152.069852	1
-44.704657	152.069852	1
-44.704157	152.069865	1
-44.703657	152.069852	1
