X	Y	Gültig
[mm]	[mm]	[1/0]
-44.795547	152.084740	1
-44.795047	152.084715	1
-44.794547	152.084728	1
-44.794047	152.084715	1
-44.793547	152.084728	1
-44.793047	152.084753	1
-44.792547	152.084791	1
-44.792047	152.084816	1
-44.791547	152.084854	1
-44.791047	152.084867	1
-44.790547	152.084867	1
-44.790047	152.084892	1
-44.789547	152.084879	1
-44.789047	152.084867	1
-44.788547	152.084842	1
-44.788047	152.084842	1
-44.787547	152.084829	1
-44.787047	152.084829	1
-44.786547	152.084829	1
-44.786047	152.084829	1
-44.785547	152.084816	1
-44.785047	152.084842	1
-44.784547	152.084804	1
-44.784047	152.084829	1
-44.783547	152.084842	1
-44.783047	152.084854	1
-44.782547	152.084842	1
-44.782047	152.084816	1
-44.781547	152.084804	1
-44.781047	152.084804	1
-44.780547	152.084766	1
-44.780047	152.084804	1
-44.779547	152.084791	1
-44.779047	152.084804	1
-44.778547	152.084816	1
-44.778047	152.084829	1
-44.777547	152.084854	1
-44.777047	152.084892	1
-44.776547	152.084879	1
-44.776047	152.084867	1
-44.775547	152.084842	1
-44.775047	152.084842	1
-44.774547	152.084804	1
-44.774047	152.084804	1
-44.773547	152.084766	1
-44.773047	152.084778	1
-44.772547	152.084766	1
-44.772047	152.084766	1
-44.771547	152.084804	1
-44.771047	152.084816	1
-44.770547	152.084842	1
-44.770047	152.084842	1
-44.769547	152.084879	1
-44.769047	152.084892	1
-44.768547	152.084879	1
-44.768047	152.084917	1
-44.767547	152.084955	1
-44.767047	152.084955	1
-44.766547	152.084981	1
-44.766047	152.084955	1
-44.765547	152.084955	1
-44.765047	152.084930	1
-44.764547	152.084917	1
-44.764047	152.084905	1
-44.763547	152.084867	1
-44.763047	152.084854	1
-44.762547	152.084842	1
-44.762047	152.084854	1
-44.761547	152.084867	1
-44.761047	152.084854	1
-44.760547	152.084842	1
-44.760047	152.084829	1
-44.759547	152.084842	1
-44.759047	152.084842	1
-44.758547	152.084829	1
-44.758047	152.084778	1
-44.757547	152.084740	1
-44.757047	152.084740	1
-44.756547	152.084766	1
-44.756047	152.084778	1
-44.755547	152.084829	1
-44.755047	152.084816	1
-44.754547	152.084842	1
-44.754047	152.084829	1
-44.753547	152.084842	1
-44.753047	152.084829	1
-44.752547	152.084816	1
-44.752047	152.084816	1
-44.751547	152.084842	1
-44.751047	152.084842	1
-44.750547	152.084804	1
-44.750047	152.084791	1
-44.749547	152.084791	1
-44.749047	152.084816	1
-44.748547	152.084854	1
-44.748047	152.084867	1
-44.747547	152.084854	1
-44.747047	152.084854	1
-44.746547	152.084867	1
-44.746047	152.084930	1
-44.745547	152.084955	1
-44.745047	152.084943	1
-44.744547	152.084955	1
-44.744047	152.084943	1
-44.743547	152.084955	1
-44.743047	152.084930	1
-44.742547	152.084930	1
-44.742047	152.084905	1
-44.741547	152.084917	1
-44.741047	152.084905	1
-44.740547	152.084879	1
-44.740047	152.084879	1
-44.739547	152.084842	1
-44.739047	152.084879	1
-44.738547	152.084879	1
-44.738047	152.084892	1
-44.737547	152.084879	1
-44.737047	152.084892	1
-44.736547	152.084879	1
-44.736047	152.084879	1
-44.735547	152.084854	1
-44.735047	152.084867	1
-44.734547	152.084854	1
-44.734047	152.084879	1
-44.733547	152.084892	1
-44.733047	152.084917	1
-44.732547	152.084905	1
-44.732047	152.084867	1
-44.731547	152.084892	1
-44.731047	152.084879	1
-44.730547	152.084892	1
-44.730047	152.084854	1
-44.729547	152.084816	1
-44.729047	152.084766	1
-44.728547	152.084753	1
-44.728047	152.084740	1
-44.727547	152.084728	1
-44.727047	152.084740	1
-44.726547	152.084753	1
-44.726047	152.084753	1
-44.725547	152.084766	1
-44.725047	152.084766	1
-44.724547	152.084728	1
-44.724047	152.084728	1
-44.723547	152.084728	1
-44.723047	152.084766	1
-44.722547	152.084816	1
-44.722047	152.084829	1
-44.721547	152.084842	1
-44.721047	152.084879	1
-44.720547	152.084854	1
-44.720047	152.084842	1
-44.719547	152.084816	1
-44.719047	152.084791	1
-44.718547	152.084766	1
