X	Y	Gültig
[mm]	[mm]	[1/0]
-44.795837	152.090387	1
-44.795337	152.090222	1
-44.794837	152.090121	1
-44.794337	152.090134	1
-44.793837	152.090197	1
-44.793337	152.090298	1
-44.792837	152.090412	1
-44.792337	152.090513	1
-44.791837	152.090589	1
-44.791337	152.090728	1
-44.790837	152.090829	1
-44.790337	152.090917	1
-44.789837	152.091044	1
-44.789337	152.091145	1
-44.788837	152.091296	1
-44.788337	152.091410	1
-44.787837	152.091499	1
-44.787337	152.091537	1
-44.786837	152.091562	1
-44.786337	152.091638	1
-44.785837	152.091650	1
-44.785337	152.091676	1
-44.784837	152.091688	1
-44.784337	152.091701	1
-44.783837	152.091701	1
-44.783337	152.091638	1
-44.782837	152.091549	1
-44.782337	152.091473	1
-44.781837	152.091410	1
-44.781337	152.091347	1
-44.780837	152.091309	1
-44.780337	152.091284	1
-44.779837	152.091284	1
-44.779337	152.091347	1
-44.778837	152.091372	1
-44.778337	152.091385	1
-44.777837	152.091398	1
-44.777337	152.091435	1
-44.776837	152.091499	1
-44.776337	152.091537	1
-44.775837	152.091511	1
-44.775337	152.091461	1
-44.774837	152.091385	1
-44.774337	152.091259	1
-44.773837	152.091069	1
-44.773337	152.090753	1
-44.772837	152.090425	1
-44.772337	152.090210	1
-44.771837	152.090071	1
-44.771337	152.090033	1
-44.770837	152.090020	1
-44.770337	152.090134	1
-44.769837	152.090248	1
-44.769337	152.090450	1
-44.768837	152.090589	1
-44.768337	152.090703	1
-44.767837	152.090778	1
-44.767337	152.090879	1
-44.766837	152.090943	1
-44.766337	152.090993	1
-44.765837	152.090993	1
-44.765337	152.091031	1
-44.764837	152.091069	1
-44.764337	152.091132	1
-44.763837	152.091195	1
-44.763337	152.091259	1
-44.762837	152.091334	1
-44.762337	152.091448	1
-44.761837	152.091511	1
-44.761337	152.091587	1
-44.760837	152.091625	1
-44.760337	152.091688	1
-44.759837	152.091764	1
-44.759337	152.091777	1
-44.758837	152.091777	1
-44.758337	152.091802	1
-44.757837	152.091815	1
-44.757337	152.091827	1
-44.756837	152.091815	1
-44.756337	152.091789	1
-44.755837	152.091764	1
-44.755337	152.091713	1
-44.754837	152.091726	1
-44.754337	152.091688	1
-44.753837	152.091663	1
-44.753337	152.091650	1
-44.752837	152.091688	1
-44.752337	152.091713	1
-44.751837	152.091713	1
-44.751337	152.091713	1
-44.750837	152.091676	1
-44.750337	152.091688	1
-44.749837	152.091676	1
-44.749337	152.091612	1
-44.748837	152.091499	1
-44.748337	152.091435	1
-44.747837	152.091398	1
-44.747337	152.091372	1
-44.746837	152.091360	1
-44.746337	152.091347	1
-44.745837	152.091360	1
-44.745337	152.091385	1
-44.744837	152.091398	1
-44.744337	152.091410	1
-44.743837	152.091461	1
-44.743337	152.091511	1
-44.742837	152.091612	1
-44.742337	152.091713	1
-44.741837	152.091751	1
-44.741337	152.091802	1
-44.740837	152.091789	1
-44.740337	152.091802	1
-44.739837	152.091764	1
-44.739337	152.091777	1
-44.738837	152.091739	1
-44.738337	152.091726	1
-44.737837	152.091751	1
-44.737337	152.091789	1
-44.736837	152.091777	1
-44.736337	152.091777	1
-44.735837	152.091815	1
-44.735337	152.091802	1
-44.734837	152.091777	1
-44.734337	152.091739	1
-44.733837	152.091713	1
-44.733337	152.091739	1
-44.732837	152.091764	1
-44.732337	152.091739	1
-44.731837	152.091739	1
-44.731337	152.091713	1
-44.730837	152.091676	1
-44.730337	152.091650	1
