19080.5079224725,201.699959516796,23876.352,600,600,8.60655737704918,480,-566.25,25037.5,1514.15094339623,-7650.94339622641,-3487.5
1768.58269296282,0.840416497986648,24150.096,2.5,2.5,-1.05263157894737,596.666666666667,-260,19450,518.518518518518,1000,-1416.66666666667
26364.3691273952,200.859543018809,24176.736,597.5,597.5,281.25,1400,-1000,29500,-1526.31578947368,-13789.4736842105,5500
4650.76139105557,0.840416497986648,25663.104,2.5,2.5,5.46875,415.789473684211,-335.526315789474,23605.2631578947,909.722222222222,1000,-3500
24823.1996907013,195.817044030889,25768.368,582.5,582.5,337.5,1340,-1000,29500,1348.48484848485,-7454.54545454545,5500
1820.92186503878,0.840416497986648,28880.496,2.5,2.5,5,679.62962962963,-128.703703703704,21712.962962963,620.967741935484,0,-1379.62962962963
13600.6172023213,195.817044030889,28902.816,582.5,582.5,281.190476190476,473.809523809524,-442.857142857143,24380.9523809524,-940.677966101695,-12813.5593220339,-3642.85714285714
11644.02823731,0.840416497986648,32852.736,2.5,2.5,5.83333333333333,16.6666666666667,-170.833333333333,20458.3333333333,984.375,1000,-8750
26168.1737314461,194.136211034916,32995.008,577.5,577.5,245.555555555556,1300,-970.833333333333,29416.6666666667,-1608.69565217391,-12586.9565217391,5500
2626.85592864129,0.840416497986648,35949.744,2.5,2.5,5.29411764705882,518.518518518518,-222.222222222222,18240.7407407407,1060.60606060606,772.727272727273,-1981.48148148148
30476.2854940667,193.295794536929,37827.648,575,575,16.75,1300,-815,28700,-883.928571428571,-12196.4285714286,5925
5064.71025164169,0.840416497986648,39312.144,2.5,2.5,6.59090909090909,318.75,-148.4375,15750,630.952380952381,964.285714285714,-3796.875
32653.9725673255,191.614961540956,41437.44,570,570,23.1666666666667,1483.33333333333,-779.166666666667,29416.6666666667,-1240.38461538462,-12057.6923076923,7791.66666666667
4633.3572685556,0.840416497986648,47908.944,2.5,2.5,-6.66666666666667,1174.1935483871,-495.161290322581,25774.1935483871,714.285714285714,976.190476190476,3322.58064516129
29127.7748649747,189.934128544983,47934,565,565,10.4838709677419,1273.68421052632,-734.210526315789,28552.6315789474,-654.761904761905,-10404.7619047619,5131.57894736842
2859.33354330867,1.6808329959733,56000.16,5,2.5,26.5340909090909,700,400,19500,1022.72727272727,893.939393939394,-2000
22225.4245164323,189.934128544983,56146.896,565,565,241.279069767442,1323.80952380952,-1178.57142857143,31595.2380952381,1684.21052631579,-7394.73684210526,2857.14285714286
5899.66119874281,1.6808329959733,58540.032,5,5,7.59259259259259,269.444444444444,-143.055555555556,20916.6666666667,1281.25,1000,-4486.11111111111
15887.9659457718,189.934128544983,60160.464,565,565,14.1071428571429,197.916666666667,-17.7083333333333,23479.1666666667,-846.153846153846,-12769.2307692308,-4770.83333333333
1105.60910322348,1.6808329959733,78078.096,5,5,5,747.916666666667,-269.791666666667,22531.25,-151.515151515152,500,-916.666666666667
13401.7145073787,189.934128544983,78323.472,565,565,11.25,180,-295,24150,1598.95833333333,-7604.16666666667,-6675
6005.36714333184,1.6808329959733,78760.512,5,5,11.9117647058824,1423.68421052632,-596.052631578947,28868.4210526316,1112.5,100,4513.15789473684
22208.0686866785,188.253295549009,78779.52,560,560,195.555555555556,1072.22222222222,-692.361111111111,29250,436.046511627907,-8093.02325581395,2416.66666666667
5310.2995456664,1.6808329959733,85546.08,5,5,11.0227272727273,288.888888888889,-77.7777777777778,13583.3333333333,318.627450980392,558.823529411765,-4000
28830.3867242578,187.412879051023,93463.776,557.5,560,14.6551724137931,1180,-910,29022.2222222222,1083.33333333333,-7500,5222.22222222222
11458.8726020087,1.6808329959733,101945.232,5,5,7.31707317073171,-216.666666666667,91.6666666666667,13250,554.878048780488,841.463414634146,-8666.66666666667
15222.9095636528,185.732046055049,101982.672,552.5,557.5,84.5,415.789473684211,-13.1578947368421,23513.1578947368,-572.115384615385,-12298.0769230769,-3934.21052631579
10887.6664349767,1.6808329959733,102313.296,5,5,4.8,46.1538461538462,-134.615384615385,22538.4615384615,233.333333333333,-100,-8269.23076923077
33722.0796010679,184.891629557063,102315.168,550,552.5,144.6,961.363636363636,-529.545454545455,29750,56.8181818181818,-10613.6363636364,10761.3636363636
1978.71234674871,1.6808329959733,110911.536,5,5,8.875,671.428571428571,38.0952380952381,20833.3333333333,1206.52173913043,1000,-1523.80952380952
21713.857968106,184.891629557063,112067.424,550,550,189.032258064516,1219.04761904762,-1034.52380952381,31261.9047619048,-652.777777777778,-13194.4444444444,2261.90476190476
843.749001923236,1.6808329959733,118898.208,5,5,5,985.714285714286,-452.380952380952,25380.9523809524,2181.81818181818,1000,547.619047619048
27477.8829345485,184.891629557063,121168.08,550,550,216.545454545455,3328,-2298,45780,-1000,-13500,6940
4891.59757890662,1.6808329959733,122375.088,5,5,10,1115.21739130435,-466.304347826087,23815.2173913043,62.5,529.411764705882,3652.17391304348
23448.1789694684,184.051213059076,137893.824,547.5,550,293.888888888889,1200,-697.826086956522,28543.4782608696,566.666666666667,-10122.2222222222,5000
