,Fy,Fz,Time,MT1,MT2,MQF,FROX,FROY,FROZ,MROX,MROY,MROZ,R,Angle_rad,Angle_deg,Pressure Hoist_R3,Pressure Hoist_R17,Pressure Hoist_R28,Pressure Hoist_R29,Pressure Hoist_R19,Pressure Hoist_R4
15,3557.63677748144,6.72333198389319,181804.752,20.0,40.0,10.0,914.285714285714,-928.571428571429,25500.0,4250.0,-500.0,2500.0,3557.6431304561015,0.0018898286700956798,0.10827920679930365,0.6291294455140884,3.5650668579131684,5.87187482479816,6.081584639969521,3.984486488255894,0.8388392606854514
16,16897.8189692462,182.370380063103,182580.624,542.5,540.0,202.5,660.0,-1335.0,28500.0,3750.0,-12500.0,-1000.0,16898.803060363214,0.01079212057615743,0.6183429610101151,2.988364546236849,16.93406576200881,27.891402431543927,28.887523946956204,18.926308792833375,3.984486061649132
17,2719.42966665823,6.72333198389319,228220.128,20.0,45.0,14.375,800.0,-900.0,25500.0,4250.0,-500.0,2000.0,2719.4379777986956,0.002472326593975665,0.1416538794127595,0.48090222777997044,2.7251126240864996,4.488420792613058,4.648721535206381,3.045714109273147,0.641202970373294
18,34247.5063646432,182.370380063103,228383.568,542.5,540.0,160.0,2000.0,-1550.0,30000.0,-5458.33333333333,-13000.0,11500.0,34247.99192875111,0.005325019998919874,0.305101171760867,6.056374791404061,34.319457151289676,56.52616471977124,58.54495631690591,38.35704034555906,8.075166388538749
19,5140.63231661937,13.4466639677864,344823.984,40.0,52.5,5.0,1000.0,-1041.66666666667,26000.0,4250.0,-500.0,2916.66666666667,5140.6499032168385,0.0026157547304379958,0.1498717062954775,0.9090665096524831,5.151376888030739,8.484620756756511,8.78764292664067,5.75742122779906,1.2120886795366443
20,16977.018951772,181.529963565116,345149.136,540.0,537.5,155.833333333333,563.636363636364,-1190.90909090909,28000.0,3750.0,-13000.0,-1454.54545454545,16977.9894456469,0.010692280325082704,0.6126225359980068,3.002367773890378,17.01341738537881,28.022099222976866,29.02288848094032,19.014995901305728,4.003157031853838
21,5117.93165001636,13.4466639677864,350484.048,40.0,55.0,10.0,1000.0,-1100.0,26000.0,4138.88888888889,-500.0,3000.0,5117.949314619191,0.002627356898550264,0.15053646156151174,0.9050521641451948,5.128628930156105,8.44715353202182,8.748837586736883,5.7319970395862345,1.20673621886026
22,33344.4275991449,180.689547067129,360440.208,537.5,535.0,162.307692307692,1733.33333333333,-1527.77777777778,30000.0,3750.0,-12500.0,11000.0,33344.91716329545,0.005418829816592326,0.3104760783903902,5.896676107299103,33.41449794136159,55.03564366812496,57.001202370558,37.34561534622765,7.862234809732137
23,8846.86612678972,13.4466639677864,396758.16,40.0,55.0,9.16666666666667,233.333333333333,-941.666666666667,25500.0,5333.33333333333,-1000.0,-7500.0,8846.876345813318,0.0015199341122886232,0.08708580977210147,1.5644712541079633,8.865337106611793,14.60173170500766,15.123222123043645,9.908317942683768,2.0859616721439513
24,22914.5948351051,180.689547067129,397527.12,537.5,535.0,189.0,1000.0,-1700.0,29500.0,3750.0,-13000.0,3500.0,22915.307223981195,0.00788518424579944,0.45178777796735503,4.05231609775318,22.963124553934687,37.82161691236302,39.1723889449474,25.66466861910347,5.403088130337573
25,5201.88785918466,13.4466639677864,401315.184,40.0,55.0,5.0,1075.0,-1100.0,26000.0,3975.0,-1000.0,3000.0,5201.905238689438,0.0025849526905729167,0.14810687941081474,0.9198988314530443,5.212760044900585,8.585722426895082,8.892355370712762,5.826025932535948,1.2265317752707257
26,22727.4794773898,180.689547067129,401412.96,537.5,535.0,133.076923076923,892.307692307692,-1619.23076923077,28500.0,3750.0,-12500.0,2653.84615384615,22728.19773117952,0.007950100250131282,0.4555071910384226,4.019227874134289,22.77562462009431,37.512793491920036,38.85253611663146,25.455109869517166,5.35897049884572
27,10406.6729593852,15.1274969637597,590534.064,45.0,55.0,7.5,-50.0,-716.666666666667,24833.3333333333,5450.0,-1000.0,-8916.66666666667,10406.683954303768,0.0014536332954582084,0.08328705278944876,1.8403058052009067,10.42839956280514,17.17618751520847,17.789622783608767,11.655270099605744,2.453741073601209
28,23189.4784892621,179.849130569143,591254.64,535.0,535.0,163.75,868.75,-1546.875,28437.5,-5250.0,-13000.0,3500.0,23190.175900879152,0.007755479486744044,0.4443562426907196,4.100923552729652,23.238566798801365,38.27528649214343,39.642261009719974,25.972515833954468,5.4678980703062035
29,8989.7773506602,17.6487464577196,592059.024,52.5,57.5,15.0,100.0,-805.555555555556,25000.0,5050.0,-1100.0,-8055.55555555556,8989.794674668308,0.001963199209018483,0.11248302902018063,1.589744764038346,9.008553662883962,14.837617797691234,15.367532719037344,10.068383505576193,2.1196596853844616
30,20722.6072931796,179.849130569143,592229.952,535.0,535.0,152.142857142857,700.0,-1600.0,30500.0,-3557.69230769231,-12500.0,1500.0,20723.38772346613,0.008678667343054,0.4972510105550099,3.6646996198200017,20.76663117898001,34.203863118320015,35.42542965826001,23.20976425886001,4.886266159760003
31,7634.60606006975,17.6487464577196,592500.528,52.5,60.0,15.0,300.0,-950.0,25500.0,5250.0,-1000.0,-7000.0,7634.626459146857,0.002311673304624509,0.13244912396804426,1.3500984035839674,7.650557620309149,12.600918433450364,13.050951234645018,8.55062322269846,1.800131204778623
32,23106.31134221,179.849130569143,594504.432,535.0,535.0,208.333333333333,800.0,-1625.0,28500.0,3750.0,-13000.0,4000.0,23107.01126396291,0.007783392860300038,0.4459555611874501,4.086216815715592,23.155228622388357,38.13802361334554,39.50009588525073,25.87937316619875,5.44828908762079
33,6528.99068291892,18.4891629557063,594725.328,55.0,62.5,10.0,1100.0,-1100.0,26000.0,5125.0,-1000.0,3500.0,6529.016862192108,0.0028318486623449216,0.16225297657213175,1.1545836970265333,6.542640949817022,10.776114505580978,11.160975737923154,7.312363414501378,1.5394449293687111
34,24363.5503140913,179.849130569143,595682.496,535.0,535.0,187.5,927.272727272727,-1195.45454545455,29000.0,-3500.0,-13500.0,4681.81818181818,24364.214118600765,0.007381759290285157,0.4229436527148254,4.308539096459822,24.415054879938992,40.21303156695835,41.649211265778284,27.287414277578872,5.744718795279763
35,7550.79048839089,18.4891629557063,597503.52,55.0,67.5,10.0,300.0,-1006.25,26000.0,-3500.0,-1000.0,-7000.0,7550.813125003236,0.002448634488218154,0.14029642174507653,1.3352769517117826,7.566569393033436,12.462584882643307,12.907677199880567,8.456754027507957,1.7803692689490438
36,22748.7083911285,179.849130569143,603832.176,535.0,535.0,190.0,1020.0,-1640.0,29000.0,-3750.0,-13500.0,3500.0,22749.419315102678,0.007905740429769268,0.4529655605517207,4.02298067418672,22.796890487058082,37.547819625742726,38.88881318380496,25.478877603182564,5.363974232248961
37,6345.73143064832,18.4891629557063,671259.456,55.0,67.5,15.0,1100.0,-1100.0,26500.0,4875.0,-1500.0,3500.0,6345.758365953181,0.0029136295536790285,0.16693867649039407,1.1221764791306335,6.359000048406924,10.47364713855258,10.847705964929457,7.107117701160679,1.4962353055075113
38,24767.4238676693,179.849130569143,672310.8,535.0,535.0,188.666666666667,1000.0,-1221.42857142857,29000.0,4000.0,-13000.0,5000.0,24768.076848042954,0.007261391838808989,0.41604710575449527,4.379957708647941,24.819760349005005,40.879605280714124,42.33959118359677,27.739732154770298,5.839943611530589
39,8732.86133062421,19.3295794536929,672692.544,57.5,67.5,10.0,100.0,-850.0,25000.0,5000.0,-1545.45454545455,-8000.0,8732.882722935967,0.002213426637044599,0.12682000456449063,1.5443127553144724,8.75110561344868,14.413585716268411,14.928356634706567,9.780647450324993,2.0590836737526304
40,16865.9594645405,179.849130569143,689136.336,535.0,532.5,147.0,488.888888888889,-1116.66666666667,28000.0,3500.0,-12500.0,-1500.0,16866.91834240297,0.010663034889581254,0.6109468959737516,2.9827260900468566,16.902114510265523,27.838776840437333,28.83301887045295,18.890598570296763,3.976968120062476
41,6494.96727028067,20.1699959516796,690721.632,60.0,75.0,15.0,1100.0,-1100.0,26818.1818181818,4750.0,-1500.0,3500.0,6494.998588972428,0.0031054707857360573,0.17793036942385165,1.1485679454226616,6.5085516907284156,10.71996749061151,11.102823472419061,7.274263654343524,1.5314239272302155
42,22917.9245798753,179.008714071156,691048.368,532.5,532.5,174.0,850.0,-1600.0,28500.0,-3750.0,-13666.6666666667,3500.0,22918.623675268238,0.007810701757361686,0.4475202457322398,4.052902575115517,22.966447925654602,37.82709070107817,39.178058226116676,25.668382975731614,5.403870100154024
43,7253.30327155236,21.0104124496662,736621.056,62.5,75.0,10.0,336.363636363636,-1081.81818181818,26000.0,-3500.0,-1500.0,-7000.0,7253.3337015846355,0.002896660031911077,0.1659663945127351,1.282671038795722,7.2684692198424266,11.971596362093408,12.399153375025314,8.123583245706241,1.7102280517276296
44,19909.7462512216,179.008714071156,756965.376,532.5,532.5,155.0,650.0,-1558.33333333333,30000.0,3933.33333333333,-12000.0,1000.0,19910.55096946707,0.008990767057640243,0.5151330069880393,3.520958520000543,19.952098280003078,32.86227952000507,34.03593236000525,22.29940396000344,4.694611360000724
45,7918.88629374046,21.8508289476529,757971.36,65.0,82.5,10.0,133.333333333333,-850.0,25000.0,4750.0,-1500.0,-7500.0,7918.916440518628,0.0027593240615722842,0.15809762303698838,1.400371911012101,7.935440829068573,13.070137836112943,13.536928473116973,8.869022103076638,1.8671625480161347
46,22138.4785006218,179.008714071156,758305.296,532.5,532.5,180.789473684211,822.222222222222,-1416.66666666667,28027.7777777778,3670.45454545455,-12500.0,3000.0,22139.20220880163,0.008085687232377752,0.4632757528780605,3.9150705956170437,22.185400041829915,36.540658892425746,37.84568242429808,24.79544710557461,5.220094127489392
47,7819.72388812761,22.6912454456395,792457.776,67.5,85.0,10.0,200.0,-850.0,25000.0,4750.0,-1500.0,-7500.0,7819.756810743762,0.00290178810411226,0.1662602114069012,1.3828366381895998,7.8360742830744,12.906475289769602,13.3674208358328,8.757965375200799,1.8437821842528
48,19506.0342432639,179.008714071156,795380.688,532.5,530.0,182.0,600.0,-1507.14285714286,29500.0,3500.0,-13000.0,1000.0,19506.8556158879,0.009176836602334228,0.5257940065949255,3.4495695063640586,19.547560536063,32.195982059397885,33.34583856151923,21.847273540305704,4.599426008485412
49,6932.46737519607,22.6912454456395,797609.088,67.5,85.0,10.0,200.0,-883.333333333333,25500.0,4750.0,-1500.0,-6833.33333333333,6932.504511414166,0.0032731729097395866,0.18753899334463345,1.2259359804677092,6.946970555983685,11.442069151031953,11.850714477854522,7.764261209628825,1.6345813072902788
50,27975.5173495172,178.168297573169,860068.8,530.0,530.0,144.285714285714,1280.0,-1600.0,29000.0,-6875.0,-12500.0,7000.0,27976.084695957685,0.006368636066082864,0.36489596784134776,4.947258060188455,28.03446234106791,46.174408561758916,47.82349458182173,31.33263438119355,6.5963440802512725
51,7506.88983735509,25.2124949395995,861407.712,75.0,87.5,15.0,200.0,-850.0,25500.0,4750.0,-1500.0,-7500.0,7506.932176334499,0.0033585680204420844,0.19243177277893903,1.3275170961297937,7.522596878068831,12.390159563878074,12.832665262588005,8.407608275488693,1.770022794839725
52,33898.7436354515,178.168297573169,869777.28,530.0,530.0,108.571428571429,1600.0,-1487.5,29500.0,-5125.0,-13000.0,11000.0,33899.211849308886,0.005255848385294308,0.30113793023801244,5.9946969305451745,33.96994927308933,55.950504685088305,57.94873699527001,37.96641389345277,7.992929240726899
53,5342.65026492252,25.2124949395995,881084.448,75.0,87.5,5.0,200.0,-900.0,25500.0,5000.0,-2000.0,-6000.0,5342.709754719767,0.004719063860078398,0.2703824424352071,0.9447985371985961,5.353858377458712,8.818119680520232,9.133052526253095,5.983724068924443,1.2597313829314616
54,19178.4426695985,178.168297573169,881417.952,530.0,530.0,153.0,600.0,-1500.0,29500.0,3750.0,-12500.0,500.0,19179.27024611042,0.009289762225425682,0.5322641681969508,3.391639693145212,19.219291594489537,31.65530380268865,32.78585036707038,21.48038472325301,4.52218625752695
55,4860.46713249446,25.2124949395995,882681.264,75.0,92.5,10.0,225.0,-900.0,25500.0,4750.0,-2000.0,-5500.0,4860.532523907232,0.00518721104776935,0.2972053004808174,0.8595308802872863,4.870674988294622,8.022288216014672,8.308798509443767,5.443695575152813,1.1460411737163818
56,26878.3001748102,178.168297573169,890810.784,530.0,530.0,170.0,1140.0,-1510.0,29000.0,-3500.0,-13500.0,6500.0,26878.89068078261,0.0066286069776855605,0.3797912038723509,4.753231555259059,26.93497881313467,44.36349451575122,45.9479050341709,30.10379984997404,6.3376420736787455
57,3599.76903913983,28.5741609315461,894656.16,85.0,92.5,10.0,300.0,-900.0,25500.0,4750.0,-2000.0,-5000.0,3599.8824450004804,0.007937609470832867,0.454791522101794,0.63659899643973,3.6073943131584696,5.94159063343748,6.153790298917389,4.03179364411829,0.8487986619196399
58,32201.8392523994,178.168297573169,939402.576,530.0,530.0,170.0,1457.14285714286,-1450.0,29500.0,-6458.33333333333,-12500.0,10500.0,32202.33213883167,0.005532804450954572,0.31700634391089366,5.694622709435826,32.26952868680302,53.14981195473439,55.04801952454632,36.0659438264269,7.592830279247767
59,5745.05075788924,28.5741609315461,939906.144,85.0,100.0,10.0,400.0,-1135.0,26450.0,5083.33333333333,-2000.0,-6500.0,5745.121817106812,0.004973659332109082,0.28496968846570625,1.0159606151232825,5.757110152365268,9.48229907448397,9.820952612858397,6.434417229114123,1.3546141534977099
60,19287.796384336,178.168297573169,940068.72,530.0,527.5,149.444444444444,600.0,-1466.66666666667,29000.0,-3500.0,-13500.0,500.0,19288.61926903699,0.0092370961748806,0.5292466257770949,3.4109768463218098,19.328868795823592,31.835783899003562,32.972776181110824,21.60285336003813,4.54796912842908
61,2834.5162359136,28.5741609315461,940829.184,85.0,100.0,15.0,300.0,-900.0,25500.0,5000.0,-2000.0,-4250.0,2834.660257302583,0.010080447839538598,0.5775671168073305,0.501278000772653,2.8405753377117007,4.678594673878095,4.8456873408023124,3.174760671560136,0.6683706676968707
62,21125.6998686037,177.327881075183,941319.216,527.5,527.5,150.0,766.666666666667,-1372.22222222222,28500.0,-4800.0,-13000.0,2000.0,21126.44409539213,0.00839374399981477,0.48092610550264475,3.7359756366891284,21.170528607905062,34.86910594243187,36.114431154661574,23.66117903236448,4.981300848918838
63,7672.80396595817,29.4145774295327,941323.824,87.5,102.5,10.0,1100.0,-1128.57142857143,27500.0,5000.0,-2000.0,3500.0,7672.860347835661,0.0038335963571028086,0.21964889161871812,1.3568596396912973,7.688871291584019,12.664023303785445,13.116309850349207,8.593444384711551,1.809146186255063
64,26812.4389778857,177.327881075183,941914.944,527.5,527.5,168.0,1200.0,-1550.0,29000.0,-3339.28571428571,-12500.0,6500.0,26813.02536306284,0.006613545893125759,0.3789282672921846,4.741584009595777,26.868976054376077,44.254784089560594,45.835312092759175,30.030032060773255,6.32211201279437
65,8441.26562179046,29.4145774295327,955341.36,87.5,105.0,15.0,33.3333333333333,-783.333333333333,24250.0,4750.0,-2214.28571428571,-8500.0,8441.316870902718,0.003484602865525687,0.1996530374738146,1.4927525914379445,8.458931351481686,13.932357520087484,14.429941717233463,9.454099745773648,1.990336788583926
66,26435.2462446649,177.327881075183,956472.048,527.5,527.5,150.833333333333,1085.71428571429,-1471.42857142857,29000.0,4000.0,-13000.0,6000.0,26435.840996523573,0.006707908817713657,0.3843348646135824,4.67488316786548,26.49100461790439,43.63224290007782,45.190537289366304,29.607593396481374,6.233177557153974
67,7443.89069514666,31.095410425506,957233.952,92.5,107.5,10.0,100.0,-800.0,25000.0,-3562.5,-2000.0,-8000.0,7443.955642388028,0.004177281858425231,0.2393406203243308,1.3163803996064796,7.459488931103385,12.28621706299381,12.725010529529303,8.337075864174372,1.755173866141973
68,21444.4355995649,177.327881075183,960076.368,527.5,525.0,167.0,816.666666666667,-1304.16666666667,28000.0,3312.5,-13000.0,2416.66666666667,21445.168765045728,0.008268990739537381,0.47377827020825336,3.7923385340731395,21.489918359747794,35.39515965134931,36.65927249604035,24.018144049129887,5.056451378764186
69,7623.43371938592,31.095410425506,960079.392,92.5,120.0,10.0,1100.0,-1187.5,28000.0,5000.0,-2500.0,3500.0,7623.497137037553,0.004078901859787376,0.23370386161387893,1.3481303072935795,7.639405074663619,12.58254953474008,13.031926303837936,8.538158612859338,1.7975070763914396
70,20872.4392110859,177.327881075183,962300.736,527.5,525.0,181.25,966.666666666667,-1600.0,30000.0,3250.0,-13000.0,2166.66666666667,20873.192467801444,0.008495586598603921,0.48676125658790725,3.69119091540056,20.91674852060317,34.45111521040523,35.68151218220541,23.377542464203547,4.921587887200746
71,2022.91489482315,33.6166599194659,983086.704,100.0,120.0,16.0,300.0,-900.0,25500.0,4750.0,-2500.0,-4000.0,2023.1941952075429,0.016616401432170746,0.9520496727585204,0.3577792925045465,2.027415990859097,3.3392733967091006,3.4585331608772822,2.265935519195461,0.4770390566727286
72,21971.5526032717,176.487464577196,983754.576,525.0,525.0,133.333333333333,800.0,-1700.0,29000.0,3800.0,-12500.0,2500.0,21972.261413506993,0.00803237131894789,0.4602209760576446,3.8855489808495913,22.018110891481022,36.26512382126286,37.56030681487938,24.608476878714082,5.180731974466123
73,5299.0308888656,33.6166599194659,983994.336,100.0,122.5,10.0,400.0,-1194.44444444444,26500.0,5000.0,-2500.0,-6500.0,5299.137518594502,0.0063438409142028826,0.363475310286239,0.9370932739813203,5.310195219227483,8.746203890492323,9.058568315152762,5.934924068548361,1.2494576986417605
74,16648.6256465968,176.487464577196,986529.744,525.0,525.0,291.818181818182,600.0,-1450.0,28500.0,-4750.0,-12500.0,500.0,16649.561067658018,0.010600325685965325,0.6073539232699324,2.9442888840865127,16.68430367649024,27.480029584807458,28.46145921283629,18.647162932547914,3.925718512115351
75,8367.23318521684,35.2974929154392,988244.784,105.0,122.5,7.14285714285714,1133.33333333333,-1250.0,28166.6666666667,-3750.0,-2166.66666666667,3500.0,8367.30763679692,0.004218513187196616,0.24170300144664747,1.4796648851367413,8.384767682441534,13.810205594609588,14.3034272229885,9.371210939199363,1.9728865135156552
76,26446.1660520651,176.487464577196,990500.688,525.0,525.0,65.0,1000.0,-1400.0,29000.0,3916.66666666667,-12500.0,5000.0,26446.754936637375,0.006673362193156119,0.38235548883001247,4.676813176255976,26.501941332117198,43.650256311722444,45.209194037141096,29.61981678295452,6.235750901674635
77,1441.94022849177,36.1379094134259,1001845.584,107.5,125.0,10.0,300.0,-915.0,26000.0,5000.0,-2500.0,-3900.0,1442.3930015913386,0.025056757158346005,1.43564643345744,0.2550710894907051,1.4454028404473291,2.380663501913248,2.4656871984101496,1.6154502334411325,0.34009478598760684
78,30988.1278311992,176.487464577196,1021067.568,525.0,525.0,162.5,1371.42857142857,-1421.42857142857,29500.0,-5964.28571428571,-12500.0,9642.85714285714,30988.63040387386,0.005695263597412314,0.32631456734622,5.47999311575997,31.053294322639832,51.14660241375972,52.9732667856797,34.706623066479814,7.306657487679961
79,9034.49275228849,36.1379094134259,1021072.32,107.5,127.5,10.0,1200.0,-1270.0,28800.0,5000.0,-3000.0,4000.0,9034.565027695025,0.003999971849140327,0.22918150512688037,1.5976619008455888,9.053417438125004,14.911511074558831,15.44406504150736,10.118525372022063,2.1302158677941185
80,18778.0604064111,176.487464577196,1021399.056,525.0,525.0,165.0,600.0,-1450.0,28500.0,3750.0,-12500.0,500.0,18778.889755573335,0.00939832253374328,0.5384842156861881,3.320836876007687,18.818075630710226,30.994477509405083,32.10142313474097,21.03196688138202,4.427782501343582
81,4137.63583861327,36.9783259114125,1023283.584,110.0,127.5,10.0,400.0,-1200.0,26500.0,5000.0,-3000.0,-6000.0,4137.801074189544,0.008936828396782196,0.5120425493682857,0.7317238969718493,4.146435416173812,6.829423038403927,7.073331004061209,4.634251347488378,0.9756318626291324
82,30351.7780414785,176.487464577196,1023433.344,525.0,525.0,149.444444444444,800.0,-1487.5,30000.0,-4535.71428571429,-12500.0,9000.0,30352.291150823017,0.005814666781538331,0.33315586585706425,5.367463627345711,30.4156272216257,50.09632718855998,51.88548173100855,33.99393630652284,7.156618169794282
83,7751.15397013731,40.3399919033591,1024743.168,120.0,135.0,14.0,-28.5714285714286,250.0,24000.0,4750.0,-2875.0,-9000.0,7751.258941857262,0.005204338328637947,0.29818662138912316,1.370723555260471,7.767433479809336,12.793419849097731,13.250327700851217,8.681249183316316,1.8276314070139614
84,18364.4866492174,176.487464577196,1025122.032,525.0,525.0,150.0,600.0,-1450.0,28500.0,4437.5,-13500.0,0.0,18365.334674719026,0.009609962693809168,0.5506103036334368,3.247704279744709,18.403657585220017,30.311906610950615,31.39447470419885,20.568793771716486,4.330272372992945
85,547.382023388068,40.3399919033591,1027146.24,120.0,140.0,15.0,333.333333333333,-950.0,26000.0,4900.0,-3000.0,-3500.0,548.8664632450943,0.07356324579077322,4.214863511094824,0.09706090268767217,0.5500117818968089,0.9059017584182735,0.9382553926474975,0.614719050355257,0.12941453691689622
86,24864.6683669178,176.487464577196,1035353.088,525.0,522.5,162.142857142857,1000.0,-1400.0,29000.0,-5450.0,-12500.0,5000.0,24865.294706115095,0.007097802320177207,0.4066741167643174,4.39714960083617,24.917181071404965,41.04006294113759,42.505779474749644,27.848614138629078,5.862866134448227
87,6969.03573404231,41.1804084013458,1037611.728,122.5,140.0,10.0,14.2857142857143,214.285714285714,24428.5714285714,4861.11111111111,-3166.66666666667,-8500.0,6969.157401608514,0.005908985214779332,0.33855991401206,1.2324176346524847,6.983699929697415,11.50256459008986,11.913370468307352,7.805311686132404,1.6432235128699797
88,25699.1804610568,176.487464577196,1038021.984,525.0,522.5,160.0,1000.0,-1420.0,29000.0,3500.0,-13000.0,5600.0,25699.786462052878,0.006867327557075957,0.3934688855543383,4.544720145842438,25.753414159773822,42.41738802786277,43.93229474314357,28.783227590335446,6.059626861123252
89,6055.61701656682,42.8612413973191,1041428.016,127.5,142.5,10.0,150.0,-841.666666666667,25000.0,4583.33333333333,-3083.33333333333,-8000.0,6055.76869912877,0.007077813137803572,0.4055288209783908,1.0708950460008673,6.0684052606715815,9.995020429341428,10.351985444675048,6.782335291338825,1.4278600613344896
90,27810.4476634189,176.487464577196,1091855.088,525.0,522.5,303.75,800.0,-1390.90909090909,29909.0909090909,-2583.33333333333,-13500.0,9000.0,27811.007660006042,0.006345999803955272,0.3635990055574849,4.918066030440926,27.86904083916525,45.90194961744864,47.54130496092895,31.147751526125862,6.557421373921235
91,6274.61761977349,45.382490891279,1093795.92,135.0,142.5,10.0,100.0,200.0,24500.0,4500.0,-3500.0,-8500.0,6274.781736829692,0.00723258408958911,0.4143965433069249,1.1096250551435978,6.287875312480387,10.356500514673579,10.726375533054776,7.027625349242786,1.479500073524797
92,20523.627353162,176.487464577196,1173170.592,525.0,522.5,64.0,600.0,-1450.0,28500.0,-2850.0,-13500.0,500.0,20524.386167596153,0.00859902158154496,0.4926876445644365,3.6295084176926338,20.56721436692493,33.87541189846459,35.085248037695465,22.986886645386683,4.839344556923512
93,1125.71709123631,47.0633238872523,1175936.976,140.0,150.0,15.0,400.0,-950.0,26000.0,5000.0,-3500.0,-3000.0,1126.700459730471,0.04178308470021916,2.3939944083602005,0.1992443900352153,1.1290515435328867,1.8596143069953428,1.9260291036737478,1.261881136889697,0.2656591867136204
