X	Y	Gültig
[mm]	[mm]	[1/0]
-44.796217	152.095018	1
-44.795717	152.095031	1
-44.795217	152.095018	1
-44.794717	152.095031	1
-44.794217	152.095031	1
-44.793717	152.095044	1
-44.793217	152.095044	1
-44.792717	152.095018	1
-44.792217	152.095031	1
-44.791717	152.095082	1
-44.791217	152.095094	1
-44.790717	152.095107	1
-44.790217	152.095094	1
-44.789717	152.095094	1
-44.789217	152.095069	1
-44.788717	152.095056	1
-44.788217	152.095056	1
-44.787717	152.095094	1
-44.787217	152.095069	1
-44.786717	152.095069	1
-44.786217	152.095056	1
-44.785717	152.095056	1
-44.785217	152.095056	1
-44.784717	152.095044	1
-44.784217	152.095018	1
-44.783717	152.094981	1
-44.783217	152.094993	1
-44.782717	152.094993	1
-44.782217	152.095018	1
-44.781717	152.095044	1
-44.781217	152.095031	1
-44.780717	152.095031	1
-44.780217	152.095018	1
-44.779717	152.095031	1
-44.779217	152.095031	1
-44.778717	152.095006	1
-44.778217	152.095006	1
-44.777717	152.095018	1
-44.777217	152.094981	1
-44.776717	152.095006	1
-44.776217	152.095006	1
-44.775717	152.095018	1
-44.775217	152.095044	1
-44.774717	152.095044	1
-44.774217	152.095056	1
-44.773717	152.095082	1
-44.773217	152.095094	1
-44.772717	152.095132	1
-44.772217	152.095132	1
-44.771717	152.095107	1
-44.771217	152.095120	1
-44.770717	152.095094	1
-44.770217	152.095120	1
-44.769717	152.095120	1
-44.769217	152.095107	1
-44.768717	152.095107	1
-44.768217	152.095094	1
-44.767717	152.095069	1
-44.767217	152.095031	1
-44.766717	152.095031	1
-44.766217	152.095031	1
-44.765717	152.095018	1
-44.765217	152.095018	1
-44.764717	152.094981	1
-44.764217	152.094993	1
-44.763717	152.094993	1
-44.763217	152.094993	1
-44.762717	152.094968	1
-44.762217	152.094968	1
-44.761717	152.095006	1
-44.761217	152.095018	1
-44.760717	152.095018	1
-44.760217	152.095056	1
-44.759717	152.095044	1
-44.759217	152.095044	1
-44.758717	152.095018	1
-44.758217	152.095006	1
-44.757717	152.095006	1
-44.757217	152.095006	1
-44.756717	152.095018	1
-44.756217	152.095044	1
-44.755717	152.095044	1
-44.755217	152.095056	1
-44.754717	152.095094	1
-44.754217	152.095120	1
-44.753717	152.095120	1
-44.753217	152.095157	1
-44.752717	152.095157	1
-44.752217	152.095157	1
-44.751717	152.095170	1
-44.751217	152.095170	1
-44.750717	152.095157	1
-44.750217	152.095170	1
-44.749717	152.095183	1
-44.749217	152.095183	1
-44.748717	152.095170	1
-44.748217	152.095170	1
-44.747717	152.095170	1
-44.747217	152.095170	1
-44.746717	152.095145	1
-44.746217	152.095145	1
-44.745717	152.095107	1
-44.745217	152.095094	1
-44.744717	152.095094	1
-44.744217	152.095069	1
-44.743717	152.095031	1
-44.743217	152.094993	1
-44.742717	152.094993	1
-44.742217	152.094968	1
-44.741717	152.094981	1
-44.741217	152.094968	1
-44.740717	152.094968	1
-44.740217	152.094981	1
-44.739717	152.094993	1
-44.739217	152.095018	1
-44.738717	152.095031	1
-44.738217	152.095056	1
-44.737717	152.095069	1
-44.737217	152.095069	1
-44.736717	152.095069	1
-44.736217	152.095082	1
-44.735717	152.095056	1
-44.735217	152.095069	1
-44.734717	152.095069	1
-44.734217	152.095056	1
-44.733717	152.095056	1
-44.733217	152.095056	1
-44.732717	152.095044	1
-44.732217	152.095056	1
-44.731717	152.095082	1
-44.731217	152.095082	1
-44.730717	152.095082	1
-44.730217	152.095056	1
-44.729717	152.095031	1
-44.729217	152.095069	1
-44.728717	152.095082	1
-44.728217	152.095082	1
-44.727717	152.095094	1
-44.727217	152.095107	1
-44.726717	152.095145	1
-44.726217	152.095145	1
-44.725717	152.095107	1
-44.725217	152.095082	1
-44.724717	152.095082	1
-44.724217	152.095082	1
-44.723717	152.095094	1
-44.723217	152.095094	1
-44.722717	152.095082	1
-44.722217	152.095082	1
-44.721717	152.095082	1
-44.721217	152.095082	1
-44.720717	152.095056	1
-44.720217	152.095044	1
-44.719717	152.095031	1
-44.719217	152.095031	1
-44.718717	152.095044	1
-44.718217	152.095031	1
-44.717717	152.095006	1
-44.717217	152.094981	1
-44.716717	152.095018	1
-44.716217	152.095031	1
-44.715717	152.095044	1
-44.715217	152.095031	1
-44.714717	152.095018	1
-44.714217	152.095044	1
-44.713717	152.095044	1
-44.713217	152.095031	1
-44.712717	152.094993	1
-44.712217	152.094981	1
-44.711717	152.095018	1
-44.711217	152.095031	1
-44.710717	152.095006	1
-44.710217	152.094981	1
-44.709717	152.094993	1
-44.709217	152.095006	1
-44.708717	152.095056	1
-44.708217	152.095056	1
-44.707717	152.095044	1
-44.707217	152.095044	1
-44.706717	152.095069	1
-44.706217	152.095082	1
-44.705717	152.095082	1
-44.705217	152.095069	1
-44.704717	152.095044	1
-44.704217	152.095082	1
-44.703717	152.095120	1
-44.703217	152.095120	1
-44.702717	152.095120	1
-44.702217	152.095107	1
-44.701717	152.095132	1
-44.701217	152.095157	1
-44.700717	152.095107	1
-44.700217	152.095069	1
-44.699717	152.095031	1
-44.699217	152.095044	1
-44.698717	152.095006	1
-44.698217	152.094981	1
-44.697717	152.094955	1
-44.697217	152.094981	1
-44.696717	152.095006	1
-44.696217	152.094993	1
-44.695717	152.094955	1
-44.695217	152.094955	1
-44.694717	152.094955	1
-44.694217	152.094981	1
-44.693717	152.094968	1
-44.693217	152.094993	1
-44.692717	152.094968	1
-44.692217	152.094981	1
-44.691717	152.094993	1
-44.691217	152.094993	1
-44.690717	152.094981	1
-44.690217	152.094981	1
-44.689717	152.094968	1
-44.689217	152.094968	1
-44.688717	152.094943	1
-44.688217	152.094917	1
-44.687717	152.094879	1
-44.687217	152.094854	1
-44.686717	152.094842	1
-44.686217	152.094892	1
-44.685717	152.094917	1
-44.685217	152.094917	1
-44.684717	152.094943	1
-44.684217	152.094981	1
-44.683717	152.095006	1
-44.683217	152.095044	1
-44.682717	152.095018	1
-44.682217	152.095006	1
-44.681717	152.094981	1
-44.681217	152.095031	1
-44.680717	152.095082	1
-44.680217	152.095120	1
-44.679717	152.095107	1
-44.679217	152.095094	1
-44.678717	152.095132	1
-44.678217	152.095145	1
-44.677717	152.095107	1
-44.677217	152.095094	1
-44.676717	152.095069	1
-44.676217	152.095082	1
-44.675717	152.095069	1
-44.675217	152.095069	1
-44.674717	152.095056	1
-44.674217	152.095031	1
-44.673717	152.095069	1
-44.673217	152.095082	1
-44.672717	152.095120	1
-44.672217	152.095107	1
-44.671717	152.095107	1
-44.671217	152.095094	1
-44.670717	152.095145	1
-44.670217	152.095145	1
