X	Y	Gültig
[mm]	[mm]	[1/0]
-44.795687	152.084943	1
-44.795187	152.084943	1
-44.794687	152.084968	1
-44.794187	152.084943	1
-44.793687	152.084981	1
-44.793187	152.085006	1
-44.792687	152.085006	1
-44.792187	152.084993	1
-44.791687	152.085006	1
-44.791187	152.085031	1
-44.790687	152.085044	1
-44.790187	152.085044	1
-44.789687	152.085031	1
-44.789187	152.085006	1
-44.788687	152.085031	1
-44.788187	152.085056	1
-44.787687	152.085056	1
-44.787187	152.085044	1
-44.786687	152.085044	1
-44.786187	152.085056	1
-44.785687	152.085056	1
-44.785187	152.085018	1
-44.784687	152.085006	1
-44.784187	152.084993	1
-44.783687	152.084993	1
-44.783187	152.084968	1
-44.782687	152.084993	1
-44.782187	152.084981	1
-44.781687	152.084993	1
-44.781187	152.084968	1
-44.780687	152.084943	1
-44.780187	152.084917	1
-44.779687	152.084905	1
-44.779187	152.084930	1
-44.778687	152.084917	1
-44.778187	152.084930	1
-44.777687	152.084968	1
-44.777187	152.085006	1
-44.776687	152.085031	1
-44.776187	152.085069	1
-44.775687	152.085094	1
-44.775187	152.085082	1
-44.774687	152.085056	1
-44.774187	152.085018	1
-44.773687	152.084930	1
-44.773187	152.084905	1
-44.772687	152.084829	1
-44.772187	152.084816	1
-44.771687	152.084778	1
-44.771187	152.084766	1
-44.770687	152.084766	1
-44.770187	152.084740	1
-44.769687	152.084728	1
-44.769187	152.084740	1
-44.768687	152.084728	1
-44.768187	152.084740	1
-44.767687	152.084740	1
-44.767187	152.084778	1
-44.766687	152.084816	1
-44.766187	152.084854	1
-44.765687	152.084867	1
-44.765187	152.084867	1
-44.764687	152.084879	1
-44.764187	152.084930	1
-44.763687	152.084943	1
-44.763187	152.084955	1
-44.762687	152.084955	1
-44.762187	152.084968	1
-44.761687	152.084981	1
-44.761187	152.084981	1
-44.760687	152.084981	1
-44.760187	152.085006	1
-44.759687	152.084993	1
-44.759187	152.084993	1
-44.758687	152.084993	1
-44.758187	152.085031	1
-44.757687	152.085056	1
-44.757187	152.085044	1
-44.756687	152.085056	1
-44.756187	152.085069	1
-44.755687	152.085069	1
-44.755187	152.085069	1
-44.754687	152.085069	1
-44.754187	152.085082	1
-44.753687	152.085082	1
-44.753187	152.085094	1
-44.752687	152.085082	1
-44.752187	152.085082	1
-44.751687	152.085056	1
-44.751187	152.085069	1
-44.750687	152.085082	1
-44.750187	152.085107	1
-44.749687	152.085069	1
-44.749187	152.085094	1
-44.748687	152.085094	1
-44.748187	152.085107	1
-44.747687	152.085120	1
-44.747187	152.085120	1
-44.746687	152.085094	1
-44.746187	152.085082	1
-44.745687	152.085069	1
-44.745187	152.085094	1
-44.744687	152.085107	1
-44.744187	152.085094	1
-44.743687	152.085094	1
-44.743187	152.085069	1
-44.742687	152.085107	1
-44.742187	152.085069	1
-44.741687	152.085069	1
-44.741187	152.085069	1
-44.740687	152.085044	1
-44.740187	152.085031	1
-44.739687	152.085069	1
-44.739187	152.085044	1
-44.738687	152.085044	1
-44.738187	152.085056	1
-44.737687	152.085056	1
-44.737187	152.085056	1
-44.736687	152.085082	1
-44.736187	152.085069	1
-44.735687	152.085094	1
-44.735187	152.085094	1
-44.734687	152.085082	1
-44.734187	152.085094	1
-44.733687	152.085094	1
-44.733187	152.085132	1
-44.732687	152.085145	1
-44.732187	152.085132	1
-44.731687	152.085170	1
-44.731187	152.085145	1
-44.730687	152.085145	1
-44.730187	152.085120	1
-44.729687	152.085132	1
-44.729187	152.085120	1
-44.728687	152.085120	1
-44.728187	152.085082	1
-44.727687	152.085082	1
-44.727187	152.085082	1
-44.726687	152.085107	1
-44.726187	152.085120	1
-44.725687	152.085082	1
-44.725187	152.085082	1
-44.724687	152.085094	1
-44.724187	152.085107	1
-44.723687	152.085132	1
-44.723187	152.085107	1
-44.722687	152.085082	1
-44.722187	152.085069	1
-44.721687	152.085069	1
-44.721187	152.085044	1
-44.720687	152.085044	1
-44.720187	152.085031	1
-44.719687	152.085031	1
-44.719187	152.085006	1
-44.718687	152.084943	1
-44.718187	152.084892	1
-44.717687	152.084842	1
-44.717187	152.084804	1
-44.716687	152.084766	1
-44.716187	152.084715	1
-44.715687	152.084715	1
-44.715187	152.084753	1
-44.714687	152.084829	1
-44.714187	152.084917	1
-44.713687	152.084930	1
-44.713187	152.084955	1
-44.712687	152.084955	1
-44.712187	152.084981	1
-44.711687	152.084993	1
-44.711187	152.085006	1
-44.710687	152.084968	1
-44.710187	152.085006	1
-44.709687	152.085006	1
-44.709187	152.085018	1
-44.708687	152.085018	1
-44.708187	152.085018	1
-44.707687	152.085018	1
-44.707187	152.085006	1
-44.706687	152.085044	1
-44.706187	152.085031	1
-44.705687	152.085018	1
-44.705187	152.085044	1
-44.704687	152.085044	1
-44.704187	152.085069	1
-44.703687	152.085082	1
-44.703187	152.085069	1
-44.702687	152.085069	1
-44.702187	152.085082	1
-44.701687	152.085082	1
-44.701187	152.085094	1
-44.700687	152.085094	1
-44.700187	152.085094	1
-44.699687	152.085082	1
-44.699187	152.085069	1
-44.698687	152.085082	1
-44.698187	152.085107	1
-44.697687	152.085094	1
-44.697187	152.085056	1
-44.696687	152.085018	1
-44.696187	152.085056	1
-44.695687	152.085044	1
-44.695187	152.085056	1
-44.694687	152.085044	1
-44.694187	152.085044	1
-44.693687	152.085006	1
-44.693187	152.085031	1
-44.692687	152.085018	1
-44.692187	152.085044	1
-44.691687	152.085006	1
-44.691187	152.085006	1
-44.690687	152.085006	1
-44.690187	152.085018	1
-44.689687	152.085031	1
-44.689187	152.085044	1
-44.688687	152.085018	1
-44.688187	152.085044	1
-44.687687	152.085044	1
-44.687187	152.085056	1
-44.686687	152.085069	1
-44.686187	152.085056	1
-44.685687	152.085031	1
-44.685187	152.085031	1
-44.684687	152.085018	1
-44.684187	152.085056	1
-44.683687	152.085031	1
-44.683187	152.085044	1
-44.682687	152.085069	1
-44.682187	152.085069	1
-44.681687	152.085082	1
-44.681187	152.085107	1
-44.680687	152.085145	1
-44.680187	152.085120	1
-44.679687	152.085120	1
-44.679187	152.085132	1
-44.678687	152.085132	1
-44.678187	152.085120	1
-44.677687	152.085120	1
-44.677187	152.085107	1
-44.676687	152.085120	1
-44.676187	152.085145	1
-44.675687	152.085157	1
-44.675187	152.085183	1
-44.674687	152.085157	1
-44.674187	152.085157	1
-44.673687	152.085170	1
-44.673187	152.085183	1
-44.672687	152.085157	1
-44.672187	152.085145	1
-44.671687	152.085094	1
-44.671187	152.085120	1
-44.670687	152.085132	1
-44.670187	152.085145	1
-44.669687	152.085120	1
-44.669187	152.085069	1
-44.668687	152.085044	1
-44.668187	152.085069	1
-44.667687	152.085082	1
-44.667187	152.085056	1
-44.666687	152.085006	1
-44.666187	152.084968	1
-44.665687	152.084968	1
-44.665187	152.084968	1
-44.664687	152.084993	1
-44.664187	152.084993	1
-44.663687	152.084968	1
-44.663187	152.084981	1
-44.662687	152.085031	1
-44.662187	152.085069	1
-44.661687	152.085056	1
-44.661187	152.085044	1
-44.660687	152.085031	1
-44.660187	152.085069	1
-44.659687	152.085082	1
-44.659187	152.085082	1
-44.658687	152.085107	1
-44.658187	152.085094	1
-44.657687	152.085145	1
-44.657187	152.085157	1
-44.656687	152.085145	1
-44.656187	152.085145	1
-44.655687	152.085132	1
-44.655187	152.085132	1
-44.654687	152.085132	1
-44.654187	152.085132	1
-44.653687	152.085094	1
-44.653187	152.085107	1
-44.652687	152.085082	1
-44.652187	152.085145	1
-44.651687	152.085170	1
-44.651187	152.085170	1
-44.650687	152.085170	1
-44.650187	152.085183	1
-44.649687	152.085221	1
-44.649187	152.085246	1
-44.648687	152.085259	1
-44.648187	152.085221	1
-44.647687	152.085195	1
-44.647187	152.085170	1
-44.646687	152.085221	1
-44.646187	152.085221	1
-44.645687	152.085183	1
-44.645187	152.085170	1
-44.644687	152.085145	1
-44.644187	152.085183	1
-44.643687	152.085170	1
-44.643187	152.085132	1
-44.642687	152.085094	1
