X	Y	Gültig
[mm]	[mm]	[1/0]
-44.796437	152.093564	1
-44.795937	152.093526	1
-44.795437	152.093526	1
-44.794937	152.093513	1
-44.794437	152.093526	1
-44.793937	152.093551	1
-44.793437	152.093538	1
-44.792937	152.093564	1
-44.792437	152.093538	1
-44.791937	152.093526	1
-44.791437	152.093538	1
-44.790937	152.093538	1
-44.790437	152.093576	1
-44.789937	152.093601	1
-44.789437	152.093639	1
-44.788937	152.093665	1
-44.788437	152.093677	1
-44.787937	152.093639	1
-44.787437	152.093614	1
-44.786937	152.093589	1
-44.786437	152.093589	1
-44.785937	152.093601	1
-44.785437	152.093601	1
-44.784937	152.093614	1
-44.784437	152.093627	1
-44.783937	152.093677	1
-44.783437	152.093677	1
-44.782937	152.093690	1
-44.782437	152.093715	1
-44.781937	152.093703	1
-44.781437	152.093715	1
-44.780937	152.093753	1
-44.780437	152.093753	1
-44.779937	152.093753	1
-44.779437	152.093778	1
-44.778937	152.093791	1
-44.778437	152.093804	1
-44.777937	152.093816	1
-44.777437	152.093791	1
-44.776937	152.093778	1
-44.776437	152.093766	1
-44.775937	152.093740	1
-44.775437	152.093715	1
-44.774937	152.093703	1
-44.774437	152.093652	1
-44.773937	152.093627	1
-44.773437	152.093601	1
-44.772937	152.093652	1
-44.772437	152.093639	1
-44.771937	152.093639	1
-44.771437	152.093665	1
-44.770937	152.093677	1
-44.770437	152.093677	1
-44.769937	152.093665	1
-44.769437	152.093639	1
-44.768937	152.093639	1
-44.768437	152.093639	1
-44.767937	152.093639	1
-44.767437	152.093614	1
-44.766937	152.093614	1
-44.766437	152.093639	1
-44.765937	152.093652	1
-44.765437	152.093652	1
-44.764937	152.093627	1
-44.764437	152.093614	1
-44.763937	152.093627	1
-44.763437	152.093639	1
-44.762937	152.093677	1
-44.762437	152.093677	1
-44.761937	152.093703	1
-44.761437	152.093677	1
-44.760937	152.093690	1
-44.760437	152.093677	1
-44.759937	152.093665	1
-44.759437	152.093665	1
-44.758937	152.093690	1
-44.758437	152.093728	1
-44.757937	152.093778	1
-44.757437	152.093829	1
-44.756937	152.093842	1
-44.756437	152.093842	1
-44.755937	152.093816	1
-44.755437	152.093804	1
-44.754937	152.093778	1
-44.754437	152.093804	1
-44.753937	152.093778	1
-44.753437	152.093753	1
-44.752937	152.093728	1
-44.752437	152.093690	1
-44.751937	152.093715	1
-44.751437	152.093715	1
-44.750937	152.093715	1
-44.750437	152.093652	1
-44.749937	152.093627	1
-44.749437	152.093652	1
-44.748937	152.093639	1
-44.748437	152.093677	1
-44.747937	152.093665	1
-44.747437	152.093690	1
-44.746937	152.093665	1
-44.746437	152.093715	1
-44.745937	152.093703	1
-44.745437	152.093728	1
-44.744937	152.093715	1
-44.744437	152.093703	1
-44.743937	152.093703	1
-44.743437	152.093690	1
-44.742937	152.093665	1
-44.742437	152.093639	1
-44.741937	152.093652	1
-44.741437	152.093652	1
-44.740937	152.093652	1
-44.740437	152.093677	1
-44.739937	152.093677	1
-44.739437	152.093677	1
-44.738937	152.093665	1
-44.738437	152.093690	1
-44.737937	152.093690	1
-44.737437	152.093690	1
-44.736937	152.093715	1
-44.736437	152.093728	1
-44.735937	152.093753	1
-44.735437	152.093766	1
-44.734937	152.093753	1
-44.734437	152.093740	1
-44.733937	152.093766	1
-44.733437	152.093766	1
-44.732937	152.093728	1
-44.732437	152.093753	1
-44.731937	152.093715	1
-44.731437	152.093715	1
-44.730937	152.093703	1
-44.730437	152.093703	1
-44.729937	152.093703	1
-44.729437	152.093665	1
-44.728937	152.093652	1
-44.728437	152.093652	1
-44.727937	152.093665	1
-44.727437	152.093665	1
-44.726937	152.093677	1
-44.726437	152.093677	1
-44.725937	152.093690	1
-44.725437	152.093665	1
-44.724937	152.093665	1
-44.724437	152.093652	1
-44.723937	152.093665	1
-44.723437	152.093677	1
-44.722937	152.093703	1
-44.722437	152.093703	1
-44.721937	152.093703	1
-44.721437	152.093703	1
-44.720937	152.093677	1
-44.720437	152.093677	1
-44.719937	152.093677	1
-44.719437	152.093665	1
-44.718937	152.093665	1
-44.718437	152.093652	1
-44.717937	152.093690	1
-44.717437	152.093652	1
-44.716937	152.093665	1
-44.716437	152.093652	1
-44.715937	152.093639	1
-44.715437	152.093652	1
-44.714937	152.093639	1
-44.714437	152.093639	1
-44.713937	152.093652	1
-44.713437	152.093665	1
-44.712937	152.093690	1
-44.712437	152.093690	1
-44.711937	152.093703	1
-44.711437	152.093728	1
-44.710937	152.093728	1
-44.710437	152.093740	1
-44.709937	152.093728	1
-44.709437	152.093690	1
-44.708937	152.093665	1
-44.708437	152.093665	1
-44.707937	152.093639	1
-44.707437	152.093589	1
-44.706937	152.093564	1
-44.706437	152.093589	1
-44.705937	152.093601	1
-44.705437	152.093627	1
-44.704937	152.093665	1
-44.704437	152.093652	1
