Jain
Rollenlager_Kontur_Verschleiß
23

18.03.24
17:19
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764409	159.411712	1
1	-229.763909	159.411712	1
2	-229.763410	159.411762	1
3	-229.762911	159.411812	1
4	-229.762413	159.411913	1
5	-229.761915	159.412013	1
6	-229.761417	159.412113	1
7	-229.760918	159.412163	1
8	-229.760418	159.412213	1
9	-229.759918	159.412213	1
10	-229.759418	159.412213	1
11	-229.758918	159.412163	1
12	-229.758417	159.412113	1
13	-229.757916	159.412063	1
14	-229.757415	159.412013	1
15	-229.756914	159.411963	1
16	-229.756414	159.411963	1
17	-229.755914	159.411963	1
18	-229.755415	159.412013	1
19	-229.754916	159.412063	1
20	-229.754418	159.412163	1
21	-229.753918	159.412213	1
22	-229.753419	159.412263	1
23	-229.752919	159.412263	1
24	-229.752419	159.412263	1
25	-229.751918	159.412213	1
26	-229.751417	159.412113	1
27	-229.750915	159.412013	1
28	-229.750413	159.411913	1
29	-229.749911	159.411812	1
30	-229.749410	159.411762	1
31	-229.748910	159.411762	1
32	-229.748410	159.411762	1
33	-229.747911	159.411812	1
34	-229.747413	159.411913	1
35	-229.746915	159.412013	1
36	-229.746417	159.412113	1
37	-229.745918	159.412213	1
38	-229.745419	159.412263	1
39	-229.744919	159.412263	1
40	-229.744419	159.412263	1
41	-229.743918	159.412213	1
42	-229.743417	159.412113	1
43	-229.742915	159.412013	1
44	-229.742414	159.411963	1
45	-229.741912	159.411863	1
46	-229.741412	159.411863	1
47	-229.740912	159.411863	1
48	-229.740412	159.411863	1
49	-229.739913	159.411913	1
50	-229.739415	159.412013	1
51	-229.738917	159.412113	1
52	-229.738418	159.412213	1
53	-229.737919	159.412263	1
54	-229.737420	159.412314	1
55	-229.736920	159.412314	1
56	-229.736419	159.412263	1
57	-229.735918	159.412213	1
58	-229.735418	159.412163	1
59	-229.734916	159.412063	1
60	-229.734414	159.411963	1
61	-229.733913	159.411913	1
62	-229.733412	159.411863	1
63	-229.732912	159.411863	1
64	-229.732412	159.411863	1
65	-229.731913	159.411913	1
66	-229.731415	159.412013	1
67	-229.730917	159.412113	1
68	-229.730418	159.412213	1
69	-229.729919	159.412263	1
70	-229.729420	159.412314	1
71	-229.728920	159.412314	1
72	-229.728420	159.412314	1
73	-229.727919	159.412263	1
74	-229.727418	159.412163	1
75	-229.726916	159.412063	1
76	-229.726413	159.411913	1
77	-229.725911	159.411812	1
78	-229.725410	159.411762	1
79	-229.724909	159.411712	1
80	-229.724409	159.411712	1
81	-229.723910	159.411762	1
82	-229.723411	159.411812	1
83	-229.722913	159.411913	1
84	-229.722415	159.412013	1
85	-229.721917	159.412113	1
86	-229.721418	159.412213	1
87	-229.720919	159.412263	1
88	-229.720420	159.412314	1
89	-229.719919	159.412263	1
90	-229.719418	159.412213	1
91	-229.718918	159.412163	1
92	-229.718416	159.412063	1
93	-229.717915	159.412013	1
94	-229.717413	159.411913	1
95	-229.716912	159.411863	1
96	-229.716412	159.411863	1
97	-229.715912	159.411863	1
98	-229.715412	159.411863	1
99	-229.714913	159.411913	1
100	-229.714414	159.411963	1
101	-229.713915	159.412013	1
102	-229.713416	159.412063	1
103	-229.712916	159.412063	1
104	-229.712416	159.412063	1
105	-229.711916	159.412063	1
106	-229.711415	159.412013	1
107	-229.710914	159.411963	1
108	-229.710413	159.411913	1
109	-229.709912	159.411863	1
110	-229.709412	159.411863	1
111	-229.708911	159.411812	1
112	-229.708411	159.411812	1
113	-229.707912	159.411863	1
114	-229.707413	159.411913	1
115	-229.706913	159.411913	1
116	-229.706414	159.411963	1
117	-229.705915	159.412013	1
118	-229.705415	159.412013	1
119	-229.704914	159.411963	1
120	-229.704414	159.411963	1
121	-229.703912	159.411863	1
122	-229.703411	159.411812	1
123	-229.702908	159.411662	1
124	-229.702406	159.411562	1
