Jain
Rollenlager_Kontur_Verschleiß
22

18.03.24
17:17
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764174	159.412514	1
1	-229.763672	159.412414	1
2	-229.763172	159.412414	1
3	-229.762672	159.412414	1
4	-229.762173	159.412464	1
5	-229.761674	159.412514	1
6	-229.761177	159.412664	1
7	-229.760679	159.412765	1
8	-229.760180	159.412815	1
9	-229.759680	159.412865	1
10	-229.759181	159.412915	1
11	-229.758680	159.412865	1
12	-229.758179	159.412765	1
13	-229.757676	159.412614	1
14	-229.757173	159.412464	1
15	-229.756670	159.412314	1
16	-229.756168	159.412213	1
17	-229.755668	159.412163	1
18	-229.755168	159.412163	1
19	-229.754668	159.412213	1
20	-229.754170	159.412314	1
21	-229.753673	159.412464	1
22	-229.753177	159.412664	1
23	-229.752680	159.412865	1
24	-229.752183	159.413015	1
25	-229.751685	159.413115	1
26	-229.751186	159.413166	1
27	-229.750685	159.413115	1
28	-229.750182	159.412965	1
29	-229.749680	159.412815	1
30	-229.749176	159.412614	1
31	-229.748672	159.412414	1
32	-229.748169	159.412263	1
33	-229.747668	159.412163	1
34	-229.747168	159.412163	1
35	-229.746668	159.412213	1
36	-229.746170	159.412314	1
37	-229.745673	159.412464	1
38	-229.745176	159.412614	1
39	-229.744679	159.412765	1
40	-229.744181	159.412915	1
41	-229.743683	159.413015	1
42	-229.743183	159.413015	1
43	-229.742682	159.412965	1
44	-229.742181	159.412915	1
45	-229.741679	159.412765	1
46	-229.741176	159.412614	1
47	-229.740673	159.412464	1
48	-229.740170	159.412314	1
49	-229.739669	159.412263	1
50	-229.739169	159.412263	1
51	-229.738669	159.412263	1
52	-229.738172	159.412414	1
53	-229.737674	159.412514	1
54	-229.737178	159.412714	1
55	-229.736680	159.412865	1
56	-229.736183	159.413015	1
57	-229.735684	159.413065	1
58	-229.735185	159.413115	1
59	-229.734685	159.413115	1
60	-229.734183	159.413015	1
61	-229.733681	159.412915	1
62	-229.733179	159.412765	1
63	-229.732676	159.412614	1
64	-229.732173	159.412464	1
65	-229.731672	159.412414	1
66	-229.731171	159.412364	1
67	-229.730672	159.412414	1
68	-229.730174	159.412514	1
69	-229.729676	159.412614	1
70	-229.729179	159.412765	1
71	-229.728681	159.412915	1
72	-229.728183	159.413015	1
73	-229.727684	159.413065	1
74	-229.727184	159.413065	1
75	-229.726683	159.413015	1
76	-229.726181	159.412915	1
77	-229.725679	159.412765	1
78	-229.725176	159.412614	1
79	-229.724673	159.412464	1
80	-229.724171	159.412364	1
81	-229.723670	159.412314	1
82	-229.723170	159.412314	1
83	-229.722672	159.412414	1
84	-229.722174	159.412514	1
85	-229.721677	159.412664	1
86	-229.721180	159.412815	1
87	-229.720682	159.412965	1
88	-229.720184	159.413065	1
89	-229.719686	159.413166	1
90	-229.719186	159.413166	1
