Jain
Rollenlager_Kontur_Verschleiß
26

18.03.24
17:24
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764311	159.412364	1
1	-229.763811	159.412364	1
2	-229.763311	159.412364	1
3	-229.762811	159.412364	1
4	-229.762310	159.412314	1
5	-229.761809	159.412263	1
6	-229.761308	159.412213	1
7	-229.760808	159.412163	1
8	-229.760308	159.412163	1
9	-229.759807	159.412113	1
10	-229.759307	159.412113	1
11	-229.758807	159.412113	1
12	-229.758307	159.412113	1
13	-229.757807	159.412113	1
14	-229.757308	159.412163	1
15	-229.756808	159.412163	1
16	-229.756308	159.412213	1
17	-229.755808	159.412213	1
18	-229.755309	159.412263	1
19	-229.754809	159.412263	1
20	-229.754309	159.412263	1
21	-229.753809	159.412263	1
22	-229.753309	159.412263	1
23	-229.752808	159.412213	1
24	-229.752308	159.412213	1
25	-229.751808	159.412213	1
26	-229.751308	159.412213	1
27	-229.750808	159.412213	1
28	-229.750308	159.412213	1
29	-229.749808	159.412213	1
30	-229.749309	159.412263	1
31	-229.748809	159.412263	1
32	-229.748310	159.412314	1
33	-229.747810	159.412314	1
34	-229.747310	159.412314	1
35	-229.746811	159.412364	1
36	-229.746311	159.412364	1
37	-229.745811	159.412364	1
38	-229.745310	159.412314	1
39	-229.744810	159.412314	1
40	-229.744310	159.412314	1
41	-229.743810	159.412314	1
42	-229.743311	159.412364	1
43	-229.742811	159.412364	1
44	-229.742311	159.412364	1
45	-229.741811	159.412364	1
46	-229.741311	159.412364	1
47	-229.740811	159.412364	1
48	-229.740310	159.412314	1
49	-229.739810	159.412314	1
50	-229.739309	159.412263	1
51	-229.738808	159.412213	1
52	-229.738308	159.412213	1
53	-229.737808	159.412163	1
54	-229.737308	159.412163	1
55	-229.736808	159.412163	1
56	-229.736308	159.412163	1
57	-229.735808	159.412163	1
58	-229.735308	159.412163	1
59	-229.734808	159.412213	1
60	-229.734309	159.412263	1
61	-229.733809	159.412263	1
62	-229.733310	159.412314	1
63	-229.732810	159.412314	1
64	-229.732311	159.412364	1
65	-229.731811	159.412364	1
66	-229.731311	159.412364	1
67	-229.730811	159.412364	1
68	-229.730311	159.412364	1
69	-229.729810	159.412314	1
70	-229.729310	159.412314	1
71	-229.728809	159.412263	1
72	-229.728309	159.412263	1
73	-229.727809	159.412263	1
74	-229.727308	159.412213	1
75	-229.726808	159.412213	1
76	-229.726308	159.412213	1
77	-229.725808	159.412213	1
78	-229.725309	159.412263	1
79	-229.724809	159.412263	1
80	-229.724310	159.412314	1
81	-229.723811	159.412364	1
82	-229.723311	159.412364	1
83	-229.722812	159.412414	1
84	-229.722312	159.412414	1
85	-229.721812	159.412414	1
86	-229.721312	159.412414	1
87	-229.720811	159.412364	1
88	-229.720310	159.412314	1
89	-229.719810	159.412314	1
90	-229.719309	159.412263	1
91	-229.718808	159.412213	1
92	-229.718308	159.412213	1
93	-229.717808	159.412213	1
94	-229.717308	159.412163	1
95	-229.716808	159.412163	1
96	-229.716308	159.412213	1
97	-229.715808	159.412213	1
98	-229.715309	159.412263	1
99	-229.714809	159.412263	1
100	-229.714310	159.412314	1
101	-229.713811	159.412364	1
102	-229.713311	159.412364	1
103	-229.712812	159.412414	1
104	-229.712312	159.412414	1
105	-229.711812	159.412414	1
106	-229.711312	159.412414	1
107	-229.710812	159.412414	1
108	-229.710312	159.412414	1
109	-229.709812	159.412414	1
110	-229.709312	159.412414	1
111	-229.708811	159.412364	1
112	-229.708311	159.412364	1
113	-229.707811	159.412364	1
114	-229.707312	159.412414	1
115	-229.706812	159.412414	1
116	-229.706312	159.412414	1
117	-229.705812	159.412414	1
118	-229.705312	159.412414	1
119	-229.704812	159.412414	1
120	-229.704312	159.412414	1
121	-229.703812	159.412414	1
122	-229.703312	159.412414	1
123	-229.702811	159.412364	1
124	-229.702311	159.412364	1
125	-229.701810	159.412314	1
126	-229.701310	159.412314	1
127	-229.700809	159.412263	1
128	-229.700309	159.412263	1
129	-229.699809	159.412263	1
130	-229.699309	159.412263	1
131	-229.698809	159.412263	1
132	-229.698308	159.412213	1
133	-229.697808	159.412213	1
134	-229.697308	159.412213	1
135	-229.696808	159.412213	1
136	-229.696308	159.412213	1
137	-229.695808	159.412213	1
138	-229.695308	159.412213	1
139	-229.694808	159.412213	1
140	-229.694308	159.412213	1
141	-229.693808	159.412213	1
142	-229.693308	159.412213	1
143	-229.692808	159.412213	1
144	-229.692309	159.412263	1
145	-229.691809	159.412263	1
146	-229.691310	159.412314	1
147	-229.690811	159.412364	1
148	-229.690311	159.412364	1
149	-229.689812	159.412414	1
150	-229.689313	159.412464	1
151	-229.688813	159.412464	1
152	-229.688313	159.412464	1
153	-229.687813	159.412464	1
154	-229.687313	159.412464	1
155	-229.686813	159.412464	1
156	-229.686313	159.412464	1
157	-229.685813	159.412464	1
158	-229.685312	159.412414	1
159	-229.684812	159.412414	1
160	-229.684312	159.412414	1
161	-229.683812	159.412414	1
162	-229.683313	159.412464	1
163	-229.682813	159.412464	1
164	-229.682313	159.412464	1
165	-229.681814	159.412514	1
166	-229.681314	159.412514	1
167	-229.680814	159.412514	1
168	-229.680314	159.412514	1
169	-229.679814	159.412514	1
170	-229.679314	159.412514	1
171	-229.678813	159.412464	1
172	-229.678312	159.412414	1
173	-229.677811	159.412364	1
174	-229.677310	159.412314	1
175	-229.676809	159.412263	1
176	-229.676309	159.412263	1
177	-229.675809	159.412263	1
178	-229.675309	159.412263	1
179	-229.674810	159.412314	1
180	-229.674311	159.412364	1
181	-229.673812	159.412414	1
182	-229.673313	159.412464	1
183	-229.672814	159.412514	1
184	-229.672315	159.412564	1
185	-229.671816	159.412614	1
186	-229.671317	159.412664	1
187	-229.670817	159.412664	1
188	-229.670317	159.412664	1
189	-229.669816	159.412614	1
190	-229.669316	159.412614	1
191	-229.668815	159.412564	1
192	-229.668314	159.412514	1
193	-229.667813	159.412464	1
194	-229.667312	159.412414	1
195	-229.666811	159.412364	1
196	-229.666310	159.412314	1
197	-229.665810	159.412314	1
198	-229.665309	159.412263	1
199	-229.664810	159.412314	1
200	-229.664310	159.412314	1
201	-229.663811	159.412364	1
202	-229.663312	159.412414	1
203	-229.662813	159.412464	1
204	-229.662314	159.412514	1
205	-229.661814	159.412514	1
206	-229.661315	159.412564	1
207	-229.660815	159.412564	1
208	-229.660314	159.412514	1
209	-229.659814	159.412514	1
210	-229.659313	159.412464	1
211	-229.658812	159.412414	1
212	-229.658312	159.412414	1
213	-229.657811	159.412364	1
214	-229.657310	159.412314	1
215	-229.656810	159.412314	1
216	-229.656310	159.412314	1
217	-229.655810	159.412314	1
218	-229.655310	159.412314	1
219	-229.654810	159.412314	1
220	-229.654311	159.412364	1
221	-229.653811	159.412364	1
222	-229.653311	159.412364	1
223	-229.652811	159.412364	1
224	-229.652311	159.412364	1
225	-229.651810	159.412314	1
226	-229.651310	159.412314	1
227	-229.650810	159.412314	1
228	-229.650310	159.412314	1
229	-229.649810	159.412314	1
230	-229.649310	159.412314	1
231	-229.648811	159.412364	1
232	-229.648312	159.412414	1
233	-229.647813	159.412464	1
234	-229.647314	159.412514	1
235	-229.646815	159.412564	1
236	-229.646316	159.412614	1
237	-229.645817	159.412664	1
238	-229.645318	159.412714	1
239	-229.644818	159.412714	1
240	-229.644318	159.412714	1
241	-229.643818	159.412714	1
242	-229.643317	159.412664	1
243	-229.642816	159.412614	1
244	-229.642315	159.412564	1
245	-229.641814	159.412514	1
246	-229.641312	159.412414	1
247	-229.640811	159.412364	1
248	-229.640310	159.412314	1
249	-229.639810	159.412314	1
250	-229.639310	159.412314	1
251	-229.638810	159.412314	1
252	-229.638311	159.412364	1
253	-229.637812	159.412414	1
254	-229.637313	159.412464	1
255	-229.636814	159.412514	1
256	-229.636315	159.412564	1
257	-229.635815	159.412564	1
258	-229.635316	159.412614	1
259	-229.634816	159.412614	1
260	-229.634315	159.412564	1
261	-229.633815	159.412564	1
262	-229.633314	159.412514	1
263	-229.632813	159.412464	1
264	-229.632312	159.412414	1
265	-229.631812	159.412414	1
266	-229.631311	159.412364	1
267	-229.630811	159.412364	1
268	-229.630311	159.412364	1
269	-229.629812	159.412414	1
270	-229.629312	159.412414	1
271	-229.628813	159.412464	1
272	-229.628314	159.412514	1
273	-229.627815	159.412564	1
274	-229.627315	159.412564	1
275	-229.626816	159.412614	1
276	-229.626316	159.412614	1
277	-229.625816	159.412614	1
278	-229.625315	159.412564	1
279	-229.624814	159.412514	1
280	-229.624314	159.412514	1
281	-229.623813	159.412464	1
282	-229.623312	159.412414	1
283	-229.622812	159.412414	1
284	-229.622312	159.412414	1
285	-229.621812	159.412414	1
286	-229.621312	159.412414	1
287	-229.620813	159.412464	1
288	-229.620315	159.412564	1
289	-229.619816	159.412614	1
290	-229.619317	159.412664	1
291	-229.618818	159.412714	1
292	-229.618319	159.412765	1
293	-229.617819	159.412765	1
294	-229.617318	159.412714	1
295	-229.616818	159.412714	1
296	-229.616317	159.412664	1
297	-229.615815	159.412564	1
298	-229.615314	159.412514	1
299	-229.614812	159.412414	1
300	-229.614311	159.412364	1
301	-229.613811	159.412364	1
302	-229.613310	159.412314	1
303	-229.612810	159.412314	1
304	-229.612311	159.412364	1
305	-229.611812	159.412414	1
306	-229.611313	159.412464	1
307	-229.610814	159.412514	1
308	-229.610316	159.412614	1
309	-229.609817	159.412664	1
310	-229.609318	159.412714	1
311	-229.608819	159.412765	1
312	-229.608319	159.412765	1
313	-229.607819	159.412765	1
314	-229.607318	159.412714	1
315	-229.606817	159.412664	1
316	-229.606316	159.412614	1
317	-229.605815	159.412564	1
318	-229.605314	159.412514	1
319	-229.604813	159.412464	1
320	-229.604313	159.412464	1
321	-229.603813	159.412464	1
322	-229.603313	159.412464	1
323	-229.602813	159.412464	1
324	-229.602314	159.412514	1
325	-229.601815	159.412564	1
326	-229.601316	159.412614	1
327	-229.600817	159.412664	1
328	-229.600318	159.412714	1
329	-229.599818	159.412714	1
330	-229.599318	159.412714	1
331	-229.598818	159.412714	1
332	-229.598317	159.412664	1
333	-229.597816	159.412614	1
334	-229.597315	159.412564	1
335	-229.596814	159.412514	1
336	-229.596313	159.412464	1
337	-229.595812	159.412414	1
338	-229.595312	159.412414	1
339	-229.594812	159.412414	1
340	-229.594312	159.412414	1
341	-229.593812	159.412414	1
342	-229.593313	159.412464	1
343	-229.592815	159.412564	1
344	-229.592316	159.412614	1
345	-229.591817	159.412664	1
346	-229.591317	159.412664	1
347	-229.590818	159.412714	1
348	-229.590318	159.412714	1
349	-229.589818	159.412714	1
350	-229.589317	159.412664	1
351	-229.588817	159.412664	1
352	-229.588316	159.412614	1
353	-229.587816	159.412614	1
354	-229.587316	159.412614	1
355	-229.586816	159.412614	1
356	-229.586316	159.412614	1
357	-229.585817	159.412664	1
358	-229.585317	159.412664	1
359	-229.584818	159.412714	1
360	-229.584319	159.412765	1
361	-229.583820	159.412815	1
362	-229.583320	159.412815	1
363	-229.582820	159.412865	1
364	-229.582320	159.412815	1
365	-229.581820	159.412815	1
366	-229.581319	159.412765	1
367	-229.580818	159.412714	1
368	-229.580317	159.412664	1
369	-229.579815	159.412564	1
370	-229.579315	159.412564	1
371	-229.578814	159.412514	1
372	-229.578314	159.412514	1
373	-229.577814	159.412514	1
374	-229.577314	159.412514	1
375	-229.576815	159.412564	1
376	-229.576315	159.412564	1
377	-229.575816	159.412614	1
378	-229.575317	159.412664	1
379	-229.574817	159.412664	1
380	-229.574317	159.412664	1
381	-229.573817	159.412664	1
382	-229.573316	159.412614	1
383	-229.572815	159.412564	1
384	-229.572314	159.412514	1
385	-229.571814	159.412514	1
386	-229.571313	159.412464	1
387	-229.570813	159.412464	1
388	-229.570312	159.412414	1
389	-229.569813	159.412464	1
390	-229.569313	159.412464	1
391	-229.568814	159.412514	1
392	-229.568315	159.412564	1
393	-229.567817	159.412664	1
394	-229.567318	159.412714	1
395	-229.566819	159.412765	1
396	-229.566320	159.412815	1
397	-229.565820	159.412815	1
398	-229.565320	159.412865	1
399	-229.564820	159.412815	1
400	-229.564320	159.412815	1
401	-229.563819	159.412765	1
402	-229.563319	159.412765	1
403	-229.562818	159.412714	1
404	-229.562317	159.412664	1
405	-229.561817	159.412664	1
406	-229.561317	159.412664	1
407	-229.560817	159.412664	1
408	-229.560317	159.412664	1
409	-229.559818	159.412714	1
410	-229.559319	159.412765	1
411	-229.558820	159.412815	1
412	-229.558320	159.412865	1
413	-229.557820	159.412865	1
414	-229.557320	159.412865	1
415	-229.556820	159.412865	1
416	-229.556320	159.412815	1
417	-229.555819	159.412765	1
418	-229.555317	159.412664	1
419	-229.554816	159.412614	1
420	-229.554315	159.412564	1
421	-229.553813	159.412464	1
422	-229.553313	159.412464	1
423	-229.552812	159.412414	1
424	-229.552313	159.412464	1
425	-229.551813	159.412464	1
426	-229.551314	159.412514	1
427	-229.550815	159.412564	1
428	-229.550317	159.412664	1
429	-229.549818	159.412714	1
430	-229.549320	159.412815	1
431	-229.548820	159.412865	1
432	-229.548321	159.412915	1
433	-229.547821	159.412915	1
434	-229.547321	159.412915	1
435	-229.546821	159.412915	1
436	-229.546320	159.412865	1
437	-229.545820	159.412815	1
438	-229.545320	159.412815	1
439	-229.544819	159.412765	1
440	-229.544318	159.412714	1
441	-229.543817	159.412664	1
442	-229.543317	159.412664	1
443	-229.542817	159.412664	1
444	-229.542318	159.412714	1
445	-229.541818	159.412714	1
446	-229.541319	159.412765	1
447	-229.540820	159.412815	1
448	-229.540320	159.412865	1
449	-229.539820	159.412865	1
450	-229.539321	159.412915	1
451	-229.538821	159.412915	1
452	-229.538321	159.412915	1
453	-229.537821	159.412915	1
454	-229.537321	159.412915	1
455	-229.536821	159.412915	1
456	-229.536320	159.412865	1
457	-229.535820	159.412865	1
458	-229.535320	159.412865	1
459	-229.534820	159.412865	1
460	-229.534321	159.412915	1
461	-229.533821	159.412915	1
462	-229.533320	159.412865	1
463	-229.532820	159.412865	1
464	-229.532320	159.412865	1
465	-229.531820	159.412815	1
466	-229.531319	159.412765	1
467	-229.530818	159.412714	1
468	-229.530317	159.412664	1
469	-229.529816	159.412614	1
470	-229.529315	159.412564	1
471	-229.528815	159.412564	1
472	-229.528314	159.412514	1
473	-229.527814	159.412514	1
474	-229.527315	159.412564	1
475	-229.526816	159.412614	1
476	-229.526316	159.412614	1
477	-229.525818	159.412714	1
478	-229.525319	159.412765	1
479	-229.524820	159.412815	1
480	-229.524320	159.412865	1
481	-229.523821	159.412915	1
482	-229.523321	159.412915	1
483	-229.522822	159.412965	1
484	-229.522322	159.412965	1
485	-229.521822	159.412965	1
486	-229.521321	159.412915	1
