Jain
Rollenlager_Kontur_Verschleiß
12

18.03.24
17:00
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764583	159.413566	1
1	-229.764083	159.413566	1
2	-229.763583	159.413566	1
3	-229.763082	159.413516	1
4	-229.762582	159.413516	1
5	-229.762083	159.413566	1
6	-229.761583	159.413566	1
7	-229.761083	159.413566	1
8	-229.760583	159.413566	1
9	-229.760083	159.413566	1
10	-229.759582	159.413516	1
11	-229.759082	159.413516	1
12	-229.758582	159.413516	1
13	-229.758081	159.413466	1
14	-229.757581	159.413466	1
15	-229.757081	159.413466	1
16	-229.756581	159.413466	1
17	-229.756082	159.413516	1
18	-229.755582	159.413516	1
19	-229.755082	159.413516	1
20	-229.754582	159.413516	1
21	-229.754082	159.413516	1
22	-229.753582	159.413516	1
23	-229.753082	159.413516	1
24	-229.752582	159.413516	1
25	-229.752082	159.413516	1
26	-229.751582	159.413516	1
27	-229.751081	159.413466	1
28	-229.750581	159.413466	1
29	-229.750081	159.413466	1
30	-229.749581	159.413466	1
31	-229.749081	159.413466	1
32	-229.748581	159.413466	1
33	-229.748081	159.413466	1
34	-229.747581	159.413466	1
35	-229.747081	159.413466	1
36	-229.746582	159.413516	1
37	-229.746082	159.413516	1
38	-229.745582	159.413516	1
39	-229.745082	159.413516	1
40	-229.744583	159.413566	1
41	-229.744083	159.413566	1
42	-229.743584	159.413617	1
43	-229.743084	159.413617	1
44	-229.742585	159.413667	1
45	-229.742085	159.413667	1
46	-229.741585	159.413667	1
47	-229.741085	159.413667	1
48	-229.740585	159.413667	1
49	-229.740085	159.413667	1
50	-229.739584	159.413617	1
51	-229.739084	159.413617	1
52	-229.738583	159.413566	1
53	-229.738083	159.413566	1
54	-229.737582	159.413516	1
55	-229.737082	159.413516	1
56	-229.736582	159.413516	1
57	-229.736082	159.413516	1
58	-229.735582	159.413516	1
59	-229.735082	159.413516	1
60	-229.734582	159.413516	1
61	-229.734082	159.413516	1
62	-229.733582	159.413516	1
63	-229.733082	159.413516	1
64	-229.732582	159.413516	1
65	-229.732082	159.413516	1
66	-229.731581	159.413466	1
67	-229.731081	159.413466	1
68	-229.730581	159.413466	1
69	-229.730081	159.413466	1
70	-229.729581	159.413416	1
71	-229.729081	159.413416	1
72	-229.728581	159.413416	1
73	-229.728081	159.413416	1
74	-229.727581	159.413416	1
75	-229.727081	159.413416	1
76	-229.726581	159.413466	1
77	-229.726081	159.413466	1
78	-229.725582	159.413516	1
79	-229.725082	159.413516	1
80	-229.724583	159.413566	1
81	-229.724084	159.413617	1
82	-229.723584	159.413617	1
