Jain
Rollenlager_Kontur_Verschleiß
25

18.03.24
17:23
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764312	159.411863	1
1	-229.763812	159.411863	1
2	-229.763313	159.411913	1
3	-229.762814	159.411963	1
4	-229.762315	159.412013	1
5	-229.761815	159.412013	1
6	-229.761316	159.412063	1
7	-229.760815	159.412013	1
8	-229.760315	159.412013	1
9	-229.759815	159.412013	1
10	-229.759315	159.412013	1
11	-229.758814	159.411963	1
12	-229.758314	159.411963	1
13	-229.757815	159.412013	1
14	-229.757315	159.412013	1
15	-229.756816	159.412063	1
16	-229.756317	159.412113	1
17	-229.755818	159.412163	1
18	-229.755318	159.412213	1
19	-229.754819	159.412263	1
20	-229.754319	159.412263	1
21	-229.753819	159.412263	1
22	-229.753318	159.412213	1
23	-229.752818	159.412163	1
24	-229.752317	159.412113	1
25	-229.751816	159.412063	1
26	-229.751315	159.412013	1
27	-229.750814	159.411963	1
28	-229.750314	159.411963	1
29	-229.749814	159.411963	1
30	-229.749314	159.411963	1
31	-229.748815	159.412013	1
32	-229.748316	159.412063	1
33	-229.747817	159.412113	1
34	-229.747318	159.412163	1
35	-229.746818	159.412163	1
36	-229.746318	159.412163	1
37	-229.745817	159.412113	1
38	-229.745316	159.412063	1
39	-229.744815	159.412013	1
40	-229.744313	159.411913	1
41	-229.743812	159.411863	1
42	-229.743311	159.411812	1
43	-229.742810	159.411762	1
44	-229.742310	159.411762	1
45	-229.741810	159.411762	1
46	-229.741311	159.411812	1
47	-229.740812	159.411863	1
48	-229.740314	159.411963	1
49	-229.739815	159.412013	1
50	-229.739316	159.412063	1
51	-229.738817	159.412113	1
52	-229.738317	159.412113	1
53	-229.737817	159.412113	1
54	-229.737317	159.412113	1
55	-229.736816	159.412063	1
56	-229.736316	159.412063	1
57	-229.735815	159.412013	1
58	-229.735315	159.412013	1
59	-229.734815	159.412013	1
60	-229.734315	159.412013	1
61	-229.733815	159.412013	1
62	-229.733316	159.412063	1
63	-229.732817	159.412113	1
64	-229.732318	159.412163	1
65	-229.731818	159.412163	1
66	-229.731318	159.412213	1
67	-229.730818	159.412213	1
68	-229.730318	159.412213	1
69	-229.729818	159.412213	1
70	-229.729318	159.412213	1
71	-229.728818	159.412163	1
72	-229.728317	159.412113	1
73	-229.727816	159.412063	1
74	-229.727316	159.412063	1
75	-229.726815	159.412013	1
76	-229.726314	159.411963	1
77	-229.725814	159.411963	1
78	-229.725314	159.411963	1
79	-229.724814	159.411963	1
80	-229.724315	159.412013	1
81	-229.723815	159.412013	1
82	-229.723316	159.412063	1
83	-229.722816	159.412063	1
84	-229.722316	159.412063	1
85	-229.721816	159.412063	1
86	-229.721315	159.412013	1
87	-229.720814	159.411963	1
88	-229.720312	159.411863	1
89	-229.719811	159.411812	1
90	-229.719310	159.411762	1
91	-229.718809	159.411712	1
92	-229.718309	159.411712	1
93	-229.717809	159.411712	1
94	-229.717309	159.411712	1
95	-229.716810	159.411762	1
96	-229.716312	159.411863	1
97	-229.715813	159.411913	1
98	-229.715314	159.411963	1
99	-229.714816	159.412063	1
100	-229.714317	159.412113	1
101	-229.713817	159.412113	1
102	-229.713317	159.412113	1
103	-229.712817	159.412113	1
104	-229.712317	159.412113	1
105	-229.711816	159.412063	1
106	-229.711316	159.412063	1
107	-229.710815	159.412013	1
108	-229.710315	159.412013	1
109	-229.709814	159.411963	1
110	-229.709315	159.412013	1
111	-229.708815	159.412013	1
112	-229.708315	159.412013	1
113	-229.707816	159.412063	1
114	-229.707317	159.412113	1
115	-229.706817	159.412113	1
116	-229.706317	159.412113	1
117	-229.705817	159.412113	1
118	-229.705316	159.412063	1
119	-229.704815	159.412013	1
120	-229.704314	159.411963	1
121	-229.703813	159.411913	1
122	-229.703311	159.411812	1
123	-229.702810	159.411762	1
