Jain
Rollenlager_Kontur_Verschleiß
11

18.03.24
16:59
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764575	159.413115	1
1	-229.764075	159.413115	1
2	-229.763576	159.413166	1
3	-229.763077	159.413216	1
4	-229.762579	159.413316	1
5	-229.762081	159.413416	1
6	-229.761581	159.413466	1
7	-229.761083	159.413566	1
8	-229.760583	159.413566	1
9	-229.760083	159.413566	1
10	-229.759583	159.413566	1
11	-229.759081	159.413466	1
12	-229.758581	159.413416	1
13	-229.758079	159.413316	1
14	-229.757578	159.413266	1
15	-229.757077	159.413216	1
16	-229.756576	159.413166	1
17	-229.756075	159.413115	1
18	-229.755575	159.413115	1
19	-229.755076	159.413166	1
20	-229.754577	159.413216	1
21	-229.754078	159.413266	1
22	-229.753579	159.413316	1
23	-229.753080	159.413366	1
24	-229.752580	159.413366	1
25	-229.752080	159.413366	1
26	-229.751580	159.413366	1
27	-229.751079	159.413316	1
28	-229.750577	159.413216	1
29	-229.750076	159.413166	1
30	-229.749574	159.413065	1
31	-229.749073	159.413015	1
32	-229.748572	159.412965	1
33	-229.748071	159.412915	1
34	-229.747572	159.412965	1
35	-229.747072	159.412965	1
36	-229.746574	159.413065	1
37	-229.746075	159.413115	1
38	-229.745577	159.413216	1
39	-229.745078	159.413266	1
40	-229.744580	159.413366	1
41	-229.744081	159.413416	1
42	-229.743581	159.413466	1
43	-229.743081	159.413466	1
44	-229.742581	159.413416	1
45	-229.742081	159.413416	1
46	-229.741580	159.413366	1
47	-229.741078	159.413266	1
48	-229.740578	159.413266	1
49	-229.740077	159.413216	1
50	-229.739577	159.413216	1
51	-229.739077	159.413216	1
52	-229.738577	159.413216	1
53	-229.738078	159.413266	1
54	-229.737579	159.413316	1
55	-229.737081	159.413416	1
56	-229.736581	159.413466	1
57	-229.736081	159.413466	1
58	-229.735581	159.413466	1
59	-229.735081	159.413466	1
60	-229.734581	159.413466	1
61	-229.734081	159.413416	1
62	-229.733580	159.413366	1
63	-229.733078	159.413266	1
64	-229.732577	159.413216	1
65	-229.732077	159.413216	1
66	-229.731576	159.413166	1
67	-229.731076	159.413166	1
68	-229.730577	159.413216	1
69	-229.730077	159.413216	1
70	-229.729578	159.413266	1
71	-229.729078	159.413266	1
72	-229.728579	159.413316	1
73	-229.728079	159.413316	1
74	-229.727579	159.413316	1
75	-229.727078	159.413266	1
76	-229.726578	159.413266	1
77	-229.726077	159.413216	1
78	-229.725576	159.413166	1
79	-229.725075	159.413115	1
80	-229.724575	159.413115	1
81	-229.724074	159.413065	1
82	-229.723575	159.413115	1
83	-229.723075	159.413115	1
84	-229.722576	159.413166	1
85	-229.722078	159.413266	1
86	-229.721579	159.413316	1
87	-229.721080	159.413366	1
88	-229.720581	159.413416	1
89	-229.720081	159.413466	1
90	-229.719581	159.413466	1
91	-229.719081	159.413466	1
92	-229.718581	159.413416	1
93	-229.718079	159.413316	1
94	-229.717578	159.413266	1
95	-229.717076	159.413166	1
96	-229.716574	159.413065	1
97	-229.716073	159.413015	1
98	-229.715572	159.412965	1
99	-229.715072	159.412965	1
100	-229.714573	159.413015	1
101	-229.714074	159.413065	1
102	-229.713575	159.413115	1
103	-229.713077	159.413216	1
104	-229.712579	159.413316	1
105	-229.712081	159.413416	1
106	-229.711581	159.413466	1
107	-229.711083	159.413566	1
108	-229.710583	159.413566	1
109	-229.710083	159.413566	1
110	-229.709582	159.413516	1
111	-229.709081	159.413466	1
112	-229.708580	159.413366	1
113	-229.708078	159.413266	1
114	-229.707577	159.413216	1
115	-229.707075	159.413115	1
116	-229.706575	159.413115	1
117	-229.706075	159.413115	1
118	-229.705575	159.413115	1
119	-229.705076	159.413166	1
120	-229.704577	159.413216	1
121	-229.704079	159.413316	1
122	-229.703580	159.413366	1
123	-229.703081	159.413466	1
124	-229.702581	159.413466	1
125	-229.702082	159.413516	1
126	-229.701582	159.413516	1
127	-229.701081	159.413466	1
128	-229.700581	159.413416	1
129	-229.700079	159.413316	1
130	-229.699578	159.413266	1
131	-229.699077	159.413216	1
132	-229.698576	159.413166	1
133	-229.698076	159.413166	1
134	-229.697577	159.413216	1
135	-229.697078	159.413266	1
136	-229.696580	159.413366	1
137	-229.696081	159.413416	1
138	-229.695582	159.413516	1
139	-229.695083	159.413566	1
140	-229.694584	159.413617	1
141	-229.694085	159.413667	1
142	-229.693585	159.413667	1
143	-229.693084	159.413617	1
144	-229.692583	159.413566	1
145	-229.692081	159.413466	1
146	-229.691580	159.413366	1
147	-229.691078	159.413266	1
148	-229.690577	159.413216	1
149	-229.690076	159.413166	1
150	-229.689575	159.413115	1
151	-229.689076	159.413166	1
152	-229.688576	159.413166	1
153	-229.688077	159.413216	1
154	-229.687579	159.413316	1
155	-229.687080	159.413366	1
156	-229.686581	159.413466	1
157	-229.686082	159.413516	1
158	-229.685584	159.413617	1
159	-229.685085	159.413667	1
160	-229.684586	159.413717	1
161	-229.684086	159.413717	1
162	-229.683586	159.413717	1
163	-229.683086	159.413717	1
164	-229.682585	159.413667	1
165	-229.682085	159.413667	1
166	-229.681584	159.413617	1
167	-229.681083	159.413566	1
168	-229.680582	159.413516	1
169	-229.680081	159.413466	1
170	-229.679581	159.413416	1
171	-229.679081	159.413416	1
172	-229.678580	159.413366	1
173	-229.678080	159.413366	1
174	-229.677580	159.413366	1
175	-229.677080	159.413366	1
176	-229.676580	159.413366	1
177	-229.676080	159.413366	1
178	-229.675580	159.413366	1
179	-229.675079	159.413316	1
180	-229.674579	159.413316	1
181	-229.674079	159.413316	1
182	-229.673579	159.413316	1
183	-229.673079	159.413316	1
184	-229.672579	159.413316	1
185	-229.672078	159.413266	1
186	-229.671578	159.413266	1
187	-229.671078	159.413266	1
188	-229.670578	159.413266	1
189	-229.670077	159.413216	1
190	-229.669577	159.413216	1
191	-229.669077	159.413216	1
192	-229.668577	159.413216	1
193	-229.668077	159.413216	1
194	-229.667577	159.413216	1
195	-229.667077	159.413216	1
196	-229.666577	159.413216	1
197	-229.666077	159.413216	1
198	-229.665577	159.413216	1
199	-229.665077	159.413216	1
200	-229.664577	159.413216	1
201	-229.664077	159.413216	1
202	-229.663577	159.413216	1
203	-229.663076	159.413166	1
204	-229.662575	159.413115	1
205	-229.662075	159.413115	1
206	-229.661574	159.413065	1
207	-229.661073	159.413015	1
208	-229.660573	159.413015	1
209	-229.660073	159.413015	1
210	-229.659573	159.413015	1
211	-229.659074	159.413065	1
212	-229.658575	159.413115	1
213	-229.658077	159.413216	1
214	-229.657578	159.413266	1
215	-229.657080	159.413366	1
216	-229.656581	159.413416	1
217	-229.656082	159.413516	1
218	-229.655582	159.413516	1
219	-229.655083	159.413566	1
220	-229.654583	159.413566	1
221	-229.654082	159.413516	1
222	-229.653582	159.413516	1
223	-229.653081	159.413466	1
224	-229.652581	159.413416	1
225	-229.652080	159.413366	1
226	-229.651579	159.413316	1
227	-229.651079	159.413316	1
