Jain
Rollenlager_Kontur_Verschleiß
20

18.03.24
17:14
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764420	159.411762	1
1	-229.763920	159.411762	1
2	-229.763420	159.411762	1
3	-229.762919	159.411712	1
4	-229.762419	159.411712	1
5	-229.761918	159.411662	1
6	-229.761418	159.411662	1
7	-229.760917	159.411612	1
8	-229.760416	159.411562	1
9	-229.759916	159.411512	1
10	-229.759415	159.411462	1
11	-229.758915	159.411462	1
12	-229.758414	159.411412	1
13	-229.757914	159.411412	1
14	-229.757413	159.411361	1
15	-229.756913	159.411361	1
16	-229.756413	159.411361	1
17	-229.755914	159.411412	1
18	-229.755414	159.411412	1
19	-229.754915	159.411462	1
20	-229.754416	159.411512	1
21	-229.753916	159.411512	1
22	-229.753416	159.411562	1
23	-229.752916	159.411562	1
24	-229.752416	159.411562	1
25	-229.751916	159.411562	1
26	-229.751416	159.411562	1
27	-229.750916	159.411562	1
28	-229.750416	159.411512	1
29	-229.749916	159.411512	1
30	-229.749416	159.411562	1
31	-229.748916	159.411562	1
32	-229.748417	159.411612	1
33	-229.747918	159.411662	1
34	-229.747420	159.411762	1
35	-229.746921	159.411812	1
36	-229.746423	159.411913	1
37	-229.745924	159.411963	1
38	-229.745425	159.412013	1
39	-229.744926	159.412063	1
40	-229.744426	159.412063	1
41	-229.743926	159.412063	1
42	-229.743426	159.412063	1
43	-229.742924	159.411963	1
44	-229.742423	159.411913	1
45	-229.741922	159.411863	1
46	-229.741421	159.411812	1
47	-229.740920	159.411762	1
48	-229.740419	159.411712	1
49	-229.739919	159.411712	1
50	-229.739418	159.411662	1
51	-229.738918	159.411662	1
52	-229.738418	159.411662	1
53	-229.737917	159.411612	1
54	-229.737416	159.411562	1
55	-229.736916	159.411512	1
56	-229.736415	159.411462	1
57	-229.735913	159.411361	1
58	-229.735412	159.411311	1
59	-229.734911	159.411261	1
60	-229.734410	159.411211	1
61	-229.733909	159.411161	1
62	-229.733409	159.411161	1
63	-229.732910	159.411211	1
64	-229.732411	159.411261	1
65	-229.731912	159.411311	1
66	-229.731412	159.411311	1
67	-229.730913	159.411361	1
68	-229.730414	159.411412	1
69	-229.729914	159.411412	1
70	-229.729413	159.411361	1
71	-229.728913	159.411361	1
72	-229.728412	159.411311	1
73	-229.727911	159.411261	1
74	-229.727411	159.411261	1
75	-229.726911	159.411261	1
76	-229.726411	159.411261	1
77	-229.725912	159.411311	1
78	-229.725414	159.411412	1
79	-229.724916	159.411512	1
80	-229.724417	159.411612	1
81	-229.723919	159.411712	1
82	-229.723421	159.411812	1
83	-229.722922	159.411863	1
84	-229.722423	159.411913	1
85	-229.721923	159.411913	1
86	-229.721422	159.411863	1
87	-229.720921	159.411812	1
88	-229.720419	159.411712	1
89	-229.719917	159.411612	1
90	-229.719416	159.411562	1
91	-229.718915	159.411462	1
92	-229.718414	159.411412	1
93	-229.717914	159.411412	1
94	-229.717414	159.411412	1
95	-229.716914	159.411412	1
96	-229.716415	159.411462	1
97	-229.715916	159.411512	1
98	-229.715416	159.411562	1
99	-229.714917	159.411612	1
100	-229.714417	159.411612	1
101	-229.713916	159.411562	1
102	-229.713415	159.411462	1
103	-229.712913	159.411361	1
104	-229.712410	159.411211	1
105	-229.711906	159.411011	1
106	-229.711404	159.410860	1
107	-229.710900	159.410660	1
108	-229.710397	159.410509	1
109	-229.709894	159.410359	1
110	-229.709392	159.410209	1
111	-229.708890	159.410109	1
112	-229.708387	159.409958	1
113	-229.707884	159.409808	1
114	-229.707381	159.409658	1
115	-229.706879	159.409507	1
116	-229.706374	159.409257	1
117	-229.705870	159.409056	1
118	-229.705367	159.408856	1
119	-229.704863	159.408655	1
120	-229.704360	159.408505	1
121	-229.703860	159.408505	1
122	-229.703361	159.408555	1
123	-229.702865	159.408755	1
124	-229.702370	159.409056	1
125	-229.701877	159.409407	1
126	-229.701384	159.409808	1
127	-229.700892	159.410209	1
128	-229.700398	159.410560	1
129	-229.699904	159.410860	1
130	-229.699405	159.410960	1
