Jain
Rollenlager_Kontur_Verschleiß
16

18.03.24
17:07
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764470	159.416122	1
1	-229.763969	159.416072	1
2	-229.763468	159.415972	1
3	-229.762967	159.415922	1
4	-229.762466	159.415872	1
5	-229.761965	159.415822	1
6	-229.761465	159.415822	1
7	-229.760966	159.415872	1
8	-229.760467	159.415922	1
9	-229.759968	159.415972	1
10	-229.759468	159.416022	1
11	-229.758969	159.416072	1
12	-229.758470	159.416122	1
13	-229.757970	159.416122	1
14	-229.757470	159.416122	1
15	-229.756969	159.416072	1
16	-229.756468	159.416022	1
17	-229.755968	159.415972	1
18	-229.755466	159.415872	1
19	-229.754965	159.415822	1
20	-229.754464	159.415771	1
21	-229.753963	159.415721	1
22	-229.753463	159.415721	1
23	-229.752963	159.415721	1
24	-229.752464	159.415771	1
25	-229.751965	159.415822	1
26	-229.751466	159.415872	1
27	-229.750967	159.415922	1
28	-229.750467	159.415922	1
29	-229.749968	159.415972	1
30	-229.749468	159.415972	1
31	-229.748968	159.415972	1
32	-229.748467	159.415922	1
33	-229.747966	159.415872	1
34	-229.747465	159.415822	1
35	-229.746964	159.415771	1
36	-229.746463	159.415721	1
37	-229.745963	159.415721	1
38	-229.745464	159.415771	1
39	-229.744965	159.415822	1
40	-229.744467	159.415922	1
41	-229.743968	159.416022	1
42	-229.743470	159.416122	1
43	-229.742972	159.416222	1
44	-229.742474	159.416323	1
45	-229.741975	159.416373	1
46	-229.741475	159.416373	1
47	-229.740975	159.416373	1
48	-229.740474	159.416323	1
49	-229.739973	159.416273	1
50	-229.739471	159.416172	1
51	-229.738969	159.416072	1
52	-229.738468	159.416022	1
53	-229.737968	159.415972	1
54	-229.737467	159.415922	1
55	-229.736968	159.415972	1
56	-229.736468	159.415972	1
57	-229.735968	159.416022	1
58	-229.735469	159.416072	1
59	-229.734970	159.416122	1
60	-229.734470	159.416122	1
61	-229.733970	159.416122	1
62	-229.733469	159.416072	1
63	-229.732968	159.415972	1
64	-229.732466	159.415872	1
65	-229.731964	159.415771	1
66	-229.731462	159.415671	1
67	-229.730961	159.415621	1
68	-229.730459	159.415521	1
69	-229.729959	159.415521	1
70	-229.729459	159.415521	1
71	-229.728960	159.415571	1
72	-229.728461	159.415621	1
73	-229.727963	159.415721	1
74	-229.727465	159.415822	1
75	-229.726967	159.415922	1
76	-229.726468	159.415972	1
77	-229.725968	159.416022	1
78	-229.725469	159.416072	1
79	-229.724969	159.416072	1
80	-229.724469	159.416072	1
81	-229.723969	159.416072	1
82	-229.723469	159.416072	1
83	-229.722968	159.416022	1
84	-229.722469	159.416072	1
85	-229.721969	159.416072	1
86	-229.721470	159.416122	1
87	-229.720971	159.416172	1
88	-229.720472	159.416222	1
89	-229.719974	159.416323	1
90	-229.719475	159.416373	1
91	-229.718976	159.416423	1
