Jain
Rollenlager_Kontur_Verschleiß
18

18.03.24
17:11
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764403	159.414118	1
1	-229.763903	159.414118	1
2	-229.763403	159.414068	1
3	-229.762903	159.414068	1
4	-229.762403	159.414068	1
5	-229.761903	159.414118	1
6	-229.761403	159.414118	1
7	-229.760904	159.414168	1
8	-229.760405	159.414218	1
9	-229.759905	159.414218	1
10	-229.759406	159.414268	1
11	-229.758906	159.414268	1
12	-229.758406	159.414268	1
13	-229.757906	159.414268	1
14	-229.757406	159.414268	1
15	-229.756905	159.414218	1
16	-229.756404	159.414168	1
17	-229.755904	159.414168	1
18	-229.755403	159.414118	1
19	-229.754903	159.414118	1
20	-229.754403	159.414118	1
21	-229.753903	159.414118	1
22	-229.753404	159.414168	1
23	-229.752905	159.414218	1
24	-229.752405	159.414218	1
25	-229.751906	159.414268	1
26	-229.751406	159.414268	1
27	-229.750906	159.414268	1
28	-229.750406	159.414268	1
29	-229.749906	159.414268	1
30	-229.749405	159.414218	1
31	-229.748904	159.414168	1
32	-229.748403	159.414118	1
33	-229.747903	159.414118	1
34	-229.747403	159.414068	1
35	-229.746903	159.414068	1
36	-229.746403	159.414068	1
37	-229.745903	159.414068	1
38	-229.745403	159.414118	1
39	-229.744903	159.414118	1
40	-229.744404	159.414168	1
41	-229.743904	159.414168	1
42	-229.743404	159.414168	1
43	-229.742904	159.414168	1
44	-229.742404	159.414168	1
45	-229.741904	159.414168	1
46	-229.741404	159.414168	1
47	-229.740904	159.414168	1
48	-229.740404	159.414168	1
49	-229.739903	159.414118	1
50	-229.739403	159.414118	1
51	-229.738903	159.414118	1
52	-229.738404	159.414168	1
53	-229.737904	159.414168	1
54	-229.737405	159.414218	1
55	-229.736906	159.414268	1
56	-229.736407	159.414318	1
57	-229.735907	159.414318	1
58	-229.735408	159.414368	1
59	-229.734907	159.414318	1
60	-229.734407	159.414318	1
61	-229.733906	159.414268	1
62	-229.733404	159.414168	1
63	-229.732903	159.414118	1
64	-229.732402	159.414017	1
65	-229.731901	159.413967	1
66	-229.731401	159.413967	1
67	-229.730900	159.413917	1
68	-229.730400	159.413917	1
69	-229.729901	159.413967	1
70	-229.729402	159.414017	1
71	-229.728903	159.414068	1
72	-229.728403	159.414118	1
73	-229.727904	159.414168	1
74	-229.727405	159.414218	1
75	-229.726905	159.414218	1
76	-229.726405	159.414218	1
77	-229.725905	159.414218	1
78	-229.725404	159.414168	1
79	-229.724903	159.414118	1
80	-229.724403	159.414068	1
81	-229.723902	159.414017	1
82	-229.723402	159.414017	1
83	-229.722901	159.413967	1
84	-229.722402	159.414017	1
85	-229.721902	159.414017	1
86	-229.721403	159.414068	1
87	-229.720904	159.414168	1
88	-229.720405	159.414218	1
89	-229.719907	159.414318	1
90	-229.719408	159.414368	1
91	-229.718909	159.414418	1
92	-229.718409	159.414418	1
93	-229.717909	159.414418	1
94	-229.717409	159.414418	1
95	-229.716908	159.414368	1
96	-229.716407	159.414318	1
97	-229.715906	159.414268	1
98	-229.715405	159.414218	1
99	-229.714904	159.414168	1
100	-229.714404	159.414168	1
101	-229.713904	159.414168	1
102	-229.713404	159.414168	1
103	-229.712904	159.414168	1
104	-229.712405	159.414218	1
105	-229.711905	159.414218	1
106	-229.711406	159.414268	1
107	-229.710905	159.414218	1
108	-229.710405	159.414218	1
109	-229.709904	159.414168	1
110	-229.709403	159.414068	1
111	-229.708901	159.413967	1
112	-229.708399	159.413867	1
113	-229.707897	159.413767	1
114	-229.707395	159.413667	1
115	-229.706894	159.413617	1
116	-229.706394	159.413617	1
117	-229.705895	159.413667	1
118	-229.705397	159.413767	1
119	-229.704899	159.413867	1
120	-229.704401	159.413967	1
121	-229.703903	159.414118	1
122	-229.703405	159.414218	1
123	-229.702906	159.414268	1
124	-229.702406	159.414268	1
125	-229.701905	159.414218	1
126	-229.701404	159.414168	1
127	-229.700903	159.414068	1
128	-229.700401	159.413967	1
129	-229.699899	159.413867	1
130	-229.699398	159.413817	1
131	-229.698897	159.413767	1
132	-229.698397	159.413767	1
133	-229.697897	159.413767	1
134	-229.697399	159.413867	1
135	-229.696901	159.413967	1
136	-229.696403	159.414068	1
137	-229.695905	159.414218	1
138	-229.695408	159.414368	1
139	-229.694910	159.414468	1
140	-229.694412	159.414569	1
141	-229.693912	159.414569	1
142	-229.693412	159.414569	1
143	-229.692911	159.414519	1
144	-229.692409	159.414418	1
145	-229.691907	159.414318	1
146	-229.691403	159.414118	1
147	-229.690901	159.413967	1
148	-229.690398	159.413817	1
149	-229.689896	159.413717	1
150	-229.689395	159.413667	1
151	-229.688896	159.413717	1
152	-229.688397	159.413767	1
153	-229.687899	159.413867	1
154	-229.687403	159.414068	1
155	-229.686905	159.414218	1
156	-229.686408	159.414368	1
157	-229.685910	159.414468	1
158	-229.685412	159.414569	1
159	-229.684912	159.414569	1
160	-229.684411	159.414519	1
161	-229.683909	159.414418	1
162	-229.683405	159.414218	1
163	-229.682902	159.414017	1
164	-229.682398	159.413817	1
165	-229.681894	159.413617	1
166	-229.681391	159.413466	1
167	-229.680890	159.413366	1
168	-229.680390	159.413366	1
169	-229.679890	159.413366	1
170	-229.679392	159.413516	1
171	-229.678895	159.413667	1
172	-229.678399	159.413867	1
173	-229.677903	159.414068	1
174	-229.677406	159.414268	1
175	-229.676909	159.414418	1
176	-229.676411	159.414519	1
177	-229.675912	159.414569	1
178	-229.675411	159.414519	1
179	-229.674909	159.414418	1
180	-229.674406	159.414268	1
181	-229.673903	159.414118	1
182	-229.673400	159.413917	1
183	-229.672897	159.413767	1
184	-229.672395	159.413667	1
185	-229.671893	159.413566	1
186	-229.671393	159.413566	1
187	-229.670893	159.413566	1
188	-229.670395	159.413667	1
189	-229.669897	159.413767	1
190	-229.669399	159.413867	1
191	-229.668902	159.414017	1
192	-229.668403	159.414118	1
193	-229.667904	159.414168	1
194	-229.667405	159.414218	1
195	-229.666905	159.414218	1
196	-229.666404	159.414168	1
197	-229.665903	159.414068	1
198	-229.665401	159.413967	1
199	-229.664900	159.413917	1
200	-229.664398	159.413817	1
201	-229.663897	159.413767	1
202	-229.663397	159.413767	1
203	-229.662897	159.413767	1
204	-229.662399	159.413867	1
205	-229.661900	159.413917	1
206	-229.661403	159.414068	1
207	-229.660904	159.414168	1
208	-229.660407	159.414318	1
209	-229.659908	159.414368	1
210	-229.659410	159.414468	1
211	-229.658910	159.414468	1
212	-229.658410	159.414468	1
213	-229.657908	159.414368	1
214	-229.657407	159.414318	1
215	-229.656905	159.414218	1
216	-229.656403	159.414118	1
217	-229.655902	159.414017	1
218	-229.655401	159.413967	1
219	-229.654900	159.413917	1
220	-229.654400	159.413917	1
221	-229.653901	159.413967	1
222	-229.653403	159.414068	1
223	-229.652904	159.414168	1
224	-229.652406	159.414268	1
225	-229.651909	159.414418	1
226	-229.651411	159.414519	1
227	-229.650913	159.414619	1
228	-229.650414	159.414669	1
229	-229.649914	159.414669	1
230	-229.649414	159.414669	1
231	-229.648913	159.414619	1
232	-229.648411	159.414519	1
233	-229.647909	159.414418	1
234	-229.647406	159.414268	1
235	-229.646904	159.414168	1
236	-229.646403	159.414068	1
237	-229.645902	159.414017	1
238	-229.645401	159.413967	1
239	-229.644901	159.413967	1
240	-229.644401	159.413967	1
241	-229.643903	159.414068	1
242	-229.643404	159.414168	1
243	-229.642906	159.414268	1
244	-229.642408	159.414368	1
245	-229.641909	159.414418	1
246	-229.641411	159.414519	1
247	-229.640911	159.414519	1
248	-229.640411	159.414519	1
249	-229.639910	159.414468	1
250	-229.639409	159.414418	1
251	-229.638907	159.414318	1
252	-229.638405	159.414218	1
253	-229.637903	159.414068	1
254	-229.637401	159.413967	1
255	-229.636900	159.413917	1
256	-229.636399	159.413867	1
257	-229.635899	159.413867	1
258	-229.635400	159.413917	1
259	-229.634901	159.413967	1
260	-229.634403	159.414118	1
261	-229.633905	159.414218	1
262	-229.633408	159.414368	1
263	-229.632910	159.414468	1
264	-229.632412	159.414569	1
265	-229.631914	159.414669	1
266	-229.631414	159.414669	1
267	-229.630915	159.414719	1
268	-229.630414	159.414669	1
269	-229.629913	159.414619	1
270	-229.629411	159.414519	1
271	-229.628909	159.414418	1
272	-229.628407	159.414318	1
273	-229.627905	159.414218	1
274	-229.627404	159.414168	1
275	-229.626903	159.414118	1
276	-229.626403	159.414118	1
277	-229.625904	159.414168	1
278	-229.625404	159.414168	1
279	-229.624906	159.414268	1
280	-229.624407	159.414318	1
281	-229.623908	159.414368	1
282	-229.623409	159.414418	1
283	-229.622910	159.414468	1
284	-229.622410	159.414468	1
285	-229.621909	159.414418	1
286	-229.621408	159.414368	1
287	-229.620906	159.414268	1
288	-229.620404	159.414168	1
289	-229.619903	159.414068	1
290	-229.619402	159.414017	1
291	-229.618900	159.413917	1
292	-229.618400	159.413917	1
293	-229.617900	159.413917	1
294	-229.617401	159.413967	1
295	-229.616902	159.414017	1
296	-229.616403	159.414118	1
297	-229.615905	159.414218	1
298	-229.615407	159.414318	1
299	-229.614909	159.414418	1
300	-229.614410	159.414468	1
301	-229.613910	159.414468	1
302	-229.613410	159.414468	1
303	-229.612909	159.414418	1
304	-229.612407	159.414318	1
305	-229.611905	159.414218	1
306	-229.611403	159.414068	1
307	-229.610901	159.413967	1
308	-229.610399	159.413867	1
309	-229.609897	159.413767	1
310	-229.609396	159.413717	1
311	-229.608896	159.413717	1
312	-229.608397	159.413767	1
313	-229.607899	159.413867	1
314	-229.607401	159.413967	1
315	-229.606903	159.414118	1
316	-229.606406	159.414268	1
317	-229.605909	159.414418	1
318	-229.605412	159.414569	1
319	-229.604914	159.414669	1
320	-229.604414	159.414669	1
321	-229.603914	159.414669	1
322	-229.603412	159.414569	1
323	-229.602910	159.414468	1
324	-229.602407	159.414318	1
325	-229.601904	159.414168	1
326	-229.601402	159.414017	1
327	-229.600899	159.413867	1
328	-229.600398	159.413817	1
329	-229.599897	159.413767	1
330	-229.599398	159.413817	1
331	-229.598900	159.413917	1
332	-229.598402	159.414017	1
333	-229.597904	159.414168	1
334	-229.597407	159.414318	1
335	-229.596909	159.414418	1
336	-229.596411	159.414519	1
337	-229.595912	159.414569	1
338	-229.595411	159.414519	1
339	-229.594910	159.414468	1
340	-229.594407	159.414318	1
341	-229.593905	159.414218	1
342	-229.593402	159.414017	1
343	-229.592899	159.413867	1
344	-229.592396	159.413717	1
345	-229.591894	159.413617	1
346	-229.591393	159.413566	1
347	-229.590894	159.413617	1
348	-229.590395	159.413667	1
349	-229.589898	159.413817	1
350	-229.589402	159.414017	1
351	-229.588906	159.414268	1
352	-229.588411	159.414519	1
353	-229.587915	159.414719	1
354	-229.587418	159.414920	1
355	-229.586921	159.415070	1
356	-229.586422	159.415120	1
357	-229.585922	159.415120	1
358	-229.585420	159.415020	1
359	-229.584917	159.414869	1
360	-229.584415	159.414719	1
361	-229.583910	159.414468	1
362	-229.583406	159.414268	1
363	-229.582903	159.414118	1
364	-229.582401	159.413967	1
365	-229.581900	159.413917	1
366	-229.581399	159.413867	1
367	-229.580901	159.413967	1
368	-229.580403	159.414068	1
369	-229.579905	159.414218	1
370	-229.579409	159.414418	1
371	-229.578912	159.414569	1
372	-229.578415	159.414719	1
373	-229.577916	159.414819	1
374	-229.577416	159.414819	1
375	-229.576915	159.414769	1
376	-229.576414	159.414669	1
377	-229.575911	159.414519	1
378	-229.575408	159.414368	1
379	-229.574904	159.414168	1
380	-229.574401	159.413967	1
381	-229.573899	159.413867	1
382	-229.573397	159.413767	1
383	-229.572897	159.413767	1
384	-229.572398	159.413817	1
385	-229.571900	159.413917	1
386	-229.571403	159.414068	1
387	-229.570906	159.414268	1
388	-229.570409	159.414418	1
389	-229.569912	159.414569	1
390	-229.569414	159.414669	1
391	-229.568915	159.414719	1
392	-229.568415	159.414719	1
393	-229.567913	159.414619	1
394	-229.567411	159.414519	1
395	-229.566908	159.414368	1
396	-229.566404	159.414168	1
397	-229.565903	159.414068	1
398	-229.565401	159.413967	1
399	-229.564900	159.413917	1
400	-229.564401	159.413967	1
401	-229.563902	159.414017	1
402	-229.563404	159.414168	1
403	-229.562908	159.414368	1
404	-229.562412	159.414569	1
405	-229.561915	159.414719	1
406	-229.561417	159.414869	1
407	-229.560918	159.414920	1
408	-229.560419	159.414970	1
409	-229.559917	159.414869	1
410	-229.559415	159.414769	1
411	-229.558912	159.414569	1
412	-229.558408	159.414368	1
413	-229.557904	159.414168	1
414	-229.557401	159.413967	1
415	-229.556898	159.413817	1
416	-229.556397	159.413767	1
417	-229.555896	159.413717	1
418	-229.555397	159.413767	1
419	-229.554899	159.413867	1
420	-229.554402	159.414017	1
421	-229.553905	159.414218	1
422	-229.553408	159.414368	1
423	-229.552911	159.414519	1
424	-229.552412	159.414569	1
425	-229.551913	159.414619	1
426	-229.551412	159.414569	1
427	-229.550911	159.414519	1
428	-229.550408	159.414368	1
429	-229.549905	159.414218	1
430	-229.549402	159.414017	1
431	-229.548899	159.413867	1
432	-229.548397	159.413767	1
433	-229.547896	159.413717	1
434	-229.547397	159.413767	1
435	-229.546898	159.413817	1
436	-229.546401	159.413967	1
437	-229.545904	159.414168	1
438	-229.545408	159.414368	1
439	-229.544912	159.414569	1
440	-229.544415	159.414719	1
441	-229.543916	159.414819	1
442	-229.543418	159.414920	1
443	-229.542918	159.414920	1
444	-229.542416	159.414819	1
445	-229.541915	159.414719	1
446	-229.541412	159.414569	1
447	-229.540908	159.414368	1
448	-229.540405	159.414218	1
449	-229.539903	159.414068	1
450	-229.539401	159.413967	1
451	-229.538900	159.413917	1
452	-229.538401	159.413967	1
453	-229.537903	159.414068	1
454	-229.537405	159.414218	1
455	-229.536908	159.414368	1
456	-229.536412	159.414569	1
457	-229.535915	159.414719	1
458	-229.535417	159.414869	1
459	-229.534918	159.414920	1
460	-229.534418	159.414920	1
461	-229.533916	159.414819	1
462	-229.533414	159.414669	1
463	-229.532910	159.414468	1
464	-229.532406	159.414268	1
465	-229.531902	159.414017	1
