Jain
Rollenlager_Kontur_Verschleiß
8

18.03.24
16:54
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764597	159.413767	1
1	-229.764095	159.413667	1
2	-229.763593	159.413566	1
3	-229.763092	159.413516	1
4	-229.762591	159.413466	1
5	-229.762091	159.413466	1
6	-229.761592	159.413516	1
7	-229.761093	159.413566	1
8	-229.760595	159.413667	1
9	-229.760097	159.413767	1
10	-229.759599	159.413867	1
11	-229.759100	159.413917	1
12	-229.758601	159.413967	1
13	-229.758102	159.414017	1
14	-229.757602	159.414017	1
15	-229.757102	159.414017	1
16	-229.756601	159.413967	1
17	-229.756099	159.413867	1
18	-229.755598	159.413817	1
19	-229.755096	159.413717	1
20	-229.754595	159.413667	1
21	-229.754095	159.413667	1
22	-229.753595	159.413667	1
23	-229.753095	159.413667	1
24	-229.752597	159.413767	1
25	-229.752099	159.413867	1
26	-229.751601	159.413967	1
27	-229.751102	159.414017	1
28	-229.750603	159.414118	1
29	-229.750104	159.414168	1
30	-229.749605	159.414218	1
31	-229.749104	159.414168	1
32	-229.748603	159.414118	1
33	-229.748103	159.414068	1
34	-229.747601	159.413967	1
35	-229.747099	159.413867	1
36	-229.746597	159.413767	1
37	-229.746096	159.413717	1
38	-229.745595	159.413667	1
39	-229.745094	159.413617	1
40	-229.744594	159.413617	1
41	-229.744095	159.413667	1
42	-229.743596	159.413717	1
43	-229.743097	159.413767	1
44	-229.742597	159.413767	1
45	-229.742097	159.413767	1
46	-229.741597	159.413767	1
47	-229.741096	159.413717	1
48	-229.740595	159.413667	1
49	-229.740094	159.413617	1
50	-229.739593	159.413566	1
51	-229.739092	159.413516	1
52	-229.738592	159.413516	1
53	-229.738092	159.413516	1
54	-229.737593	159.413566	1
55	-229.737094	159.413617	1
56	-229.736596	159.413717	1
57	-229.736097	159.413767	1
58	-229.735599	159.413867	1
59	-229.735100	159.413917	1
60	-229.734601	159.413967	1
61	-229.734102	159.414017	1
62	-229.733601	159.413967	1
63	-229.733101	159.413967	1
64	-229.732599	159.413867	1
65	-229.732098	159.413817	1
66	-229.731596	159.413717	1
67	-229.731094	159.413617	1
68	-229.730592	159.413516	1
69	-229.730091	159.413466	1
70	-229.729591	159.413466	1
71	-229.729091	159.413466	1
72	-229.728592	159.413516	1
73	-229.728093	159.413566	1
74	-229.727594	159.413617	1
75	-229.727095	159.413667	1
76	-229.726596	159.413717	1
77	-229.726097	159.413767	1
78	-229.725597	159.413767	1
79	-229.725097	159.413767	1
80	-229.724596	159.413717	1
81	-229.724095	159.413667	1
82	-229.723595	159.413667	1
83	-229.723094	159.413617	1
84	-229.722594	159.413617	1
85	-229.722093	159.413566	1
86	-229.721594	159.413617	1
87	-229.721094	159.413617	1
88	-229.720594	159.413617	1
89	-229.720094	159.413617	1
90	-229.719594	159.413617	1
91	-229.719094	159.413617	1
92	-229.718594	159.413617	1
93	-229.718094	159.413617	1
94	-229.717593	159.413566	1
95	-229.717092	159.413516	1
96	-229.716591	159.413466	1
97	-229.716091	159.413416	1
98	-229.715591	159.413416	1
99	-229.715091	159.413416	1
100	-229.714591	159.413466	1
101	-229.714093	159.413566	1
102	-229.713595	159.413667	1
103	-229.713098	159.413817	1
104	-229.712600	159.413917	1
105	-229.712102	159.414017	1
106	-229.711603	159.414118	1
107	-229.711104	159.414168	1
108	-229.710604	159.414168	1
109	-229.710103	159.414118	1
110	-229.709602	159.414017	1
111	-229.709100	159.413917	1
112	-229.708598	159.413817	1
113	-229.708096	159.413717	1
114	-229.707595	159.413667	1
115	-229.707094	159.413617	1
116	-229.706594	159.413617	1
117	-229.706095	159.413667	1
118	-229.705596	159.413717	1
119	-229.705098	159.413817	1
120	-229.704601	159.413967	1
121	-229.704103	159.414068	1
122	-229.703604	159.414168	1
123	-229.703105	159.414218	1
124	-229.702606	159.414268	1
125	-229.702105	159.414218	1
126	-229.701604	159.414168	1
127	-229.701103	159.414118	1
128	-229.700602	159.414017	1
129	-229.700100	159.413917	1
130	-229.699598	159.413817	1
131	-229.699097	159.413767	1
132	-229.698596	159.413717	1
133	-229.698097	159.413767	1
134	-229.697598	159.413817	1
135	-229.697100	159.413917	1
136	-229.696602	159.414017	1
137	-229.696104	159.414168	1
138	-229.695606	159.414268	1
139	-229.695107	159.414318	1
140	-229.694608	159.414368	1
141	-229.694107	159.414318	1
142	-229.693606	159.414268	1
143	-229.693104	159.414168	1
144	-229.692602	159.414017	1
145	-229.692098	159.413817	1
146	-229.691595	159.413667	1
147	-229.691093	159.413566	1
148	-229.690592	159.413516	1
149	-229.690091	159.413466	1
150	-229.689592	159.413516	1
151	-229.689093	159.413566	1
152	-229.688595	159.413667	1
153	-229.688098	159.413817	1
154	-229.687600	159.413917	1
155	-229.687103	159.414068	1
156	-229.686604	159.414168	1
157	-229.686105	159.414218	1
158	-229.685606	159.414268	1
159	-229.685105	159.414218	1
160	-229.684603	159.414118	1
161	-229.684102	159.414017	1
162	-229.683600	159.413917	1
163	-229.683097	159.413767	1
164	-229.682594	159.413617	1
165	-229.682092	159.413516	1
166	-229.681591	159.413416	1
167	-229.681091	159.413416	1
168	-229.680591	159.413416	1
169	-229.680092	159.413516	1
170	-229.679594	159.413617	1
171	-229.679097	159.413767	1
172	-229.678600	159.413917	1
173	-229.678103	159.414068	1
174	-229.677604	159.414168	1
175	-229.677105	159.414218	1
176	-229.676606	159.414268	1
177	-229.676106	159.414268	1
178	-229.675605	159.414218	1
179	-229.675103	159.414118	1
180	-229.674602	159.414017	1
181	-229.674100	159.413917	1
182	-229.673599	159.413867	1
183	-229.673098	159.413817	1
184	-229.672598	159.413817	1
185	-229.672098	159.413817	1
186	-229.671599	159.413867	1
187	-229.671101	159.413967	1
188	-229.670603	159.414068	1
189	-229.670103	159.414118	1
190	-229.669605	159.414218	1
191	-229.669106	159.414268	1
192	-229.668606	159.414268	1
193	-229.668105	159.414218	1
194	-229.667604	159.414168	1
195	-229.667103	159.414068	1
196	-229.666601	159.413967	1
197	-229.666099	159.413867	1
198	-229.665598	159.413817	1
199	-229.665096	159.413717	1
200	-229.664595	159.413667	1
201	-229.664095	159.413667	1
202	-229.663595	159.413667	1
203	-229.663096	159.413717	1
204	-229.662597	159.413767	1
205	-229.662098	159.413817	1
206	-229.661599	159.413867	1
207	-229.661099	159.413867	1
208	-229.660600	159.413917	1
209	-229.660100	159.413917	1
210	-229.659599	159.413867	1
211	-229.659098	159.413817	1
212	-229.658597	159.413767	1
213	-229.658096	159.413717	1
214	-229.657595	159.413667	1
215	-229.657094	159.413617	1
216	-229.656593	159.413566	1
217	-229.656094	159.413617	1
