Jain
Rollenlager_Kontur_Verschleiß
5

18.03.24
16:47
Anzahl	X	Y	Gültig
[No]	[mm]	[mm]	[1/0]
0	-229.764660	159.410660	1
1	-229.764161	159.410710	1
2	-229.763661	159.410710	1
3	-229.763161	159.410710	1
4	-229.762660	159.410660	1
5	-229.762158	159.410560	1
6	-229.761655	159.410409	1
7	-229.761152	159.410259	1
8	-229.760649	159.410058	1
9	-229.760146	159.409908	1
10	-229.759644	159.409808	1
11	-229.759143	159.409758	1
12	-229.758644	159.409808	1
13	-229.758146	159.409908	1
14	-229.757650	159.410109	1
15	-229.757154	159.410359	1
16	-229.756659	159.410610	1
17	-229.756164	159.410910	1
18	-229.755668	159.411111	1
19	-229.755172	159.411311	1
20	-229.754673	159.411361	1
21	-229.754172	159.411311	1
22	-229.753670	159.411211	1
23	-229.753166	159.411011	1
24	-229.752662	159.410760	1
25	-229.752157	159.410509	1
26	-229.751653	159.410309	1
27	-229.751151	159.410159	1
28	-229.750649	159.410058	1
29	-229.750149	159.410058	1
30	-229.749651	159.410159	1
31	-229.749152	159.410259	1
32	-229.748656	159.410459	1
33	-229.748159	159.410610	1
34	-229.747662	159.410760	1
35	-229.747164	159.410860	1
36	-229.746664	159.410910	1
37	-229.746164	159.410910	1
38	-229.745664	159.410860	1
39	-229.745162	159.410760	1
40	-229.744660	159.410660	1
41	-229.744158	159.410560	1
42	-229.743656	159.410459	1
43	-229.743155	159.410409	1
44	-229.742654	159.410359	1
45	-229.742155	159.410409	1
46	-229.741656	159.410459	1
47	-229.741158	159.410560	1
48	-229.740660	159.410660	1
49	-229.740162	159.410760	1
50	-229.739663	159.410810	1
51	-229.739163	159.410810	1
52	-229.738663	159.410810	1
53	-229.738161	159.410710	1
54	-229.737658	159.410560	1
55	-229.737155	159.410409	1
56	-229.736652	159.410209	1
57	-229.736148	159.410008	1
58	-229.735644	159.409808	1
59	-229.735141	159.409658	1
60	-229.734640	159.409607	1
61	-229.734140	159.409557	1
62	-229.733640	159.409607	1
63	-229.733143	159.409758	1
64	-229.732646	159.409908	1
65	-229.732149	159.410058	1
66	-229.731652	159.410209	1
67	-229.731154	159.410359	1
68	-229.730656	159.410459	1
69	-229.730156	159.410459	1
70	-229.729655	159.410409	1
71	-229.729152	159.410259	1
72	-229.728649	159.410058	1
73	-229.728144	159.409808	1
74	-229.727640	159.409607	1
75	-229.727137	159.409407	1
76	-229.726634	159.409257	1
77	-229.726133	159.409206	1
78	-229.725635	159.409307	1
79	-229.725139	159.409507	1
80	-229.724644	159.409808	1
81	-229.724151	159.410159	1
82	-229.723658	159.410560	1
83	-229.723165	159.410960	1
84	-229.722670	159.411211	1
85	-229.722174	159.411412	1
86	-229.721675	159.411462	1
87	-229.721173	159.411361	1
88	-229.720669	159.411161	1
89	-229.720164	159.410860	1
90	-229.719656	159.410459	1
91	-229.719149	159.410058	1
92	-229.718642	159.409708	1
93	-229.718137	159.409407	1
94	-229.717634	159.409257	1
95	-229.717134	159.409257	1
96	-229.716638	159.409457	1
97	-229.716143	159.409758	1
98	-229.715651	159.410159	1
99	-229.715160	159.410660	1
100	-229.714669	159.411161	1
101	-229.714176	159.411562	1
102	-229.713683	159.411913	1
103	-229.713187	159.412113	1
104	-229.712687	159.412113	1
105	-229.712185	159.412013	1
106	-229.711680	159.411762	1
107	-229.711174	159.411412	1
108	-229.710666	159.411011	1
109	-229.710160	159.410660	1
110	-229.709654	159.410359	1
111	-229.709151	159.410159	1
112	-229.708651	159.410159	1
113	-229.708152	159.410259	1
114	-229.707657	159.410509	1
115	-229.707164	159.410860	1
116	-229.706671	159.411261	1
117	-229.706178	159.411662	1
118	-229.705685	159.412013	1
119	-229.705189	159.412263	1
120	-229.704691	159.412364	1
121	-229.704191	159.412364	1
122	-229.703688	159.412163	1
123	-229.703182	159.411863	1
124	-229.702674	159.411412	1
125	-229.702165	159.410960	1
126	-229.701658	159.410560	1
127	-229.701151	159.410159	1
128	-229.700646	159.409908	1
129	-229.700144	159.409808	1
130	-229.699644	159.409808	1
131	-229.699146	159.409908	1
132	-229.698651	159.410159	1
133	-229.698155	159.410409	1
134	-229.697660	159.410660	1
135	-229.697165	159.410960	1
136	-229.696669	159.411161	1
137	-229.696172	159.411311	1
138	-229.695672	159.411311	1
139	-229.695172	159.411311	1
140	-229.694669	159.411161	1
141	-229.694165	159.410960	1
142	-229.693661	159.410710	1
143	-229.693157	159.410509	1
144	-229.692652	159.410259	1
145	-229.692150	159.410109	1
146	-229.691648	159.410008	1
147	-229.691148	159.410008	1
148	-229.690649	159.410058	1
149	-229.690152	159.410209	1
150	-229.689655	159.410409	1
151	-229.689160	159.410660	1
152	-229.688664	159.410910	1
153	-229.688169	159.411161	1
154	-229.687672	159.411311	1
155	-229.687174	159.411412	1
156	-229.686673	159.411361	1
157	-229.686171	159.411261	1
158	-229.685667	159.411061	1
159	-229.685163	159.410810	1
160	-229.684657	159.410509	1
161	-229.684152	159.410209	1
162	-229.683647	159.409958	1
163	-229.683142	159.409708	1
164	-229.682640	159.409557	1
165	-229.682139	159.409507	1
166	-229.681640	159.409557	1
167	-229.681141	159.409658	1
168	-229.680645	159.409858	1
169	-229.680150	159.410109	1
170	-229.679654	159.410359	1
171	-229.679159	159.410610	1
172	-229.678663	159.410810	1
173	-229.678164	159.410910	1
174	-229.677664	159.410910	1
175	-229.677164	159.410860	1
176	-229.676661	159.410710	1
177	-229.676156	159.410459	1
178	-229.675652	159.410209	1
179	-229.675146	159.409908	1
180	-229.674641	159.409658	1
181	-229.674137	159.409407	1
182	-229.673633	159.409206	1
183	-229.673130	159.409056	1
184	-229.672628	159.408956	1
185	-229.672128	159.408956	1
186	-229.671628	159.408956	1
187	-229.671129	159.409006	1
188	-229.670631	159.409106	1
189	-229.670133	159.409206	1
190	-229.669636	159.409357	1
191	-229.669140	159.409557	1
192	-229.668642	159.409708	1
193	-229.668145	159.409858	1
194	-229.667648	159.410008	1
195	-229.667151	159.410159	1
196	-229.666652	159.410209	1
197	-229.666152	159.410259	1
198	-229.665652	159.410259	1
199	-229.665151	159.410159	1
200	-229.664649	159.410058	1
201	-229.664147	159.409958	1
202	-229.663644	159.409808	1
203	-229.663141	159.409658	1
204	-229.662640	159.409557	1
205	-229.662138	159.409457	1
206	-229.661637	159.409407	1
207	-229.661137	159.409407	1
208	-229.660638	159.409457	1
209	-229.660140	159.409557	1
210	-229.659643	159.409758	1
211	-229.659147	159.409958	1
212	-229.658651	159.410159	1
213	-229.658155	159.410409	1
214	-229.657660	159.410660	1
215	-229.657163	159.410810	1
216	-229.656665	159.410960	1
217	-229.656167	159.411061	1
218	-229.655668	159.411111	1
219	-229.655167	159.411061	1
220	-229.654666	159.411011	1
221	-229.654164	159.410910	1
222	-229.653663	159.410810	1
223	-229.653162	159.410760	1
224	-229.652660	159.410660	1
225	-229.652159	159.410610	1
226	-229.651660	159.410660	1
227	-229.651161	159.410710	1
228	-229.650663	159.410810	1
229	-229.650164	159.410910	1
230	-229.649667	159.411061	1
231	-229.649171	159.411261	1
232	-229.648674	159.411412	1
233	-229.648176	159.411562	1
234	-229.647679	159.411712	1
235	-229.647180	159.411762	1
236	-229.646681	159.411812	1
237	-229.646180	159.411762	1
238	-229.645679	159.411712	1
239	-229.645176	159.411562	1
240	-229.644674	159.411412	1
241	-229.644171	159.411261	1
242	-229.643668	159.411111	1
243	-229.643165	159.410960	1
244	-229.642664	159.410860	1
245	-229.642163	159.410810	1
246	-229.641663	159.410810	1
247	-229.641164	159.410860	1
248	-229.640665	159.410960	1
249	-229.640167	159.411061	1
250	-229.639670	159.411211	1
251	-229.639173	159.411361	1
252	-229.638676	159.411512	1
253	-229.638178	159.411662	1
254	-229.637679	159.411712	1
255	-229.637180	159.411762	1
256	-229.636680	159.411762	1
257	-229.636178	159.411662	1
258	-229.635676	159.411562	1
259	-229.635174	159.411412	1
260	-229.634671	159.411261	1
261	-229.634169	159.411161	1
262	-229.633666	159.411011	1
263	-229.633165	159.410960	1
264	-229.632664	159.410910	1
265	-229.632165	159.410960	1
266	-229.631666	159.411011	1
267	-229.631168	159.411111	1
268	-229.630671	159.411261	1
269	-229.630174	159.411412	1
270	-229.629676	159.411512	1
271	-229.629177	159.411612	1
272	-229.628679	159.411712	1
273	-229.628179	159.411712	1
274	-229.627678	159.411662	1
275	-229.627176	159.411562	1
276	-229.626675	159.411462	1
277	-229.626172	159.411311	1
278	-229.625668	159.411111	1
279	-229.625165	159.410960	1
280	-229.624664	159.410860	1
281	-229.624163	159.410810	1
282	-229.623662	159.410760	1
283	-229.623163	159.410810	1
284	-229.622664	159.410860	1
285	-229.622165	159.410960	1
286	-229.621668	159.411111	1
287	-229.621170	159.411211	1
288	-229.620673	159.411361	1
289	-229.620175	159.411462	1
290	-229.619676	159.411512	1
291	-229.619176	159.411562	1
292	-229.618676	159.411512	1
293	-229.618174	159.411412	1
294	-229.617671	159.411261	1
295	-229.617168	159.411111	1
296	-229.616664	159.410910	1
297	-229.616161	159.410710	1
298	-229.615657	159.410509	1
299	-229.615154	159.410359	1
300	-229.614652	159.410259	1
301	-229.614152	159.410209	1
302	-229.613652	159.410259	1
303	-229.613155	159.410409	1
304	-229.612658	159.410560	1
305	-229.612163	159.410810	1
306	-229.611666	159.411011	1
307	-229.611172	159.411311	1
308	-229.610676	159.411512	1
309	-229.610179	159.411712	1
310	-229.609681	159.411812	1
311	-229.609182	159.411863	1
312	-229.608681	159.411812	1
313	-229.608179	159.411712	1
314	-229.607676	159.411562	1
315	-229.607173	159.411361	1
316	-229.606669	159.411161	1
317	-229.606166	159.411011	1
318	-229.605664	159.410910	1
319	-229.605164	159.410860	1
320	-229.604664	159.410860	1
321	-229.604165	159.410960	1
322	-229.603668	159.411111	1
323	-229.603172	159.411311	1
324	-229.602676	159.411562	1
325	-229.602180	159.411762	1
326	-229.601683	159.411913	1
327	-229.601186	159.412063	1
328	-229.600687	159.412113	1
329	-229.600187	159.412113	1
330	-229.599685	159.412013	1
331	-229.599182	159.411863	1
332	-229.598679	159.411712	1
333	-229.598176	159.411512	1
334	-229.597672	159.411311	1
335	-229.597169	159.411161	1
336	-229.596666	159.411011	1
337	-229.596165	159.410960	1
338	-229.595665	159.410960	1
339	-229.595167	159.411061	1
