ODB Name,Step,Frame,Part Instance Name,Element Label,Facet,Node Label,X,Y,Z,Section Name,Material Name,Section Point,CNORMF-Magnitude,CNORMF-CNORMF1,CNORMF-CNORMF2,CNORMF-CNORMF3,CSLIP1,CSLIP2,CSTATUS,CSLIP,DELTA_CSLIP,DELTA_CNORMF-Magnitude,Archard-Wear,Fleischer-Wear,Cumulative-Archard-Wear,Cumulative-Fleischer-Wear
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4111,4,106,-122.384,48.5145,-12.5873,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,10.3918,-0.0174701,10.1676,2.14712,-2.21007e-15,-5.39951e-16,0.0,-2.21007e-15,0.0,8.461375,0.0,0.0,2.69936108075e-20,6.478466593800001e-20
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4108,4,106,-122.384,48.5145,-12.5873,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,10.3918,-0.0174701,10.1676,2.14712,-2.21007e-15,-5.39951e-16,0.0,-2.21007e-15,0.0,8.461375,0.0,0.0,2.69936108075e-20,6.478466593800001e-20
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4099,4,109,-122.384,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,15.9493,-0.029826,15.9449,0.373317,0.221166,-0.13856,0.0,0.221166,0.0,12.47919,0.0,0.0,1.638443084185139e-05,3.932263402044333e-05
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4456,4,109,-122.384,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,15.9493,-0.029826,15.9449,0.373317,0.221166,-0.13856,0.0,0.221166,0.0,12.47919,0.0,0.0,1.638443084185139e-05,3.932263402044333e-05
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13097,3,221,-97.1837,50.9442,-11.9989,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,69.6952,69.695,0.137581,0.00112213,-8.36799e-16,-7.8717e-16,0.0,-8.36799e-16,0.0,63.75325,0.0,0.0,3.35041767615e-20,8.041002422759999e-20
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13092,3,221,-97.1837,50.9442,-11.9989,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,69.6952,69.695,0.137581,0.00112213,-8.36799e-16,-7.8717e-16,0.0,-8.36799e-16,0.0,63.75325,0.0,0.0,3.35041767615e-20,8.041002422759999e-20
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4458,4,228,-112.184,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,132.558,-0.23637,132.55,1.42424,0.204766,-0.0545368,1.0,0.204766,0.0011270000000000169,99.90119999999999,9.38238770000014e-08,2.2517730480000334e-07,0.0002873162228749,0.0006895589349526
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13073,6,228,-112.184,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,132.558,-0.23637,132.55,1.42424,0.204766,-0.0545368,1.0,0.204766,0.0011270000000000169,99.90119999999999,9.38238770000014e-08,2.2517730480000334e-07,0.0002873162228749,0.0006895589349526
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4101,4,228,-112.184,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,132.558,-0.23637,132.55,1.42424,0.204766,-0.0545368,1.0,0.204766,0.0011270000000000169,99.90119999999999,9.38238770000014e-08,2.2517730480000334e-07,0.0002873162228749,0.0006895589349526
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13068,6,228,-112.184,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,132.558,-0.23637,132.55,1.42424,0.204766,-0.0545368,1.0,0.204766,0.0011270000000000169,99.90119999999999,9.38238770000014e-08,2.2517730480000334e-07,0.0002873162228749,0.0006895589349526
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4113,4,230,-112.184,48.5145,-12.5873,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,65.383,-0.0999429,63.8063,14.2718,0.121422,-0.210618,1.0,0.121422,0.0004230000000000067,46.32214999999999,1.632855787500026e-08,3.918853890000062e-08,8.935516749913183e-05,0.0002144524019796
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13088,6,230,-112.184,48.5145,-12.5873,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,65.383,-0.0999429,63.8063,14.2718,0.121422,-0.210618,1.0,0.121422,0.0004230000000000067,46.32214999999999,1.632855787500026e-08,3.918853890000062e-08,8.935516749913183e-05,0.0002144524019796
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13093,6,230,-112.184,48.5145,-12.5873,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,65.383,-0.0999429,63.8063,14.2718,0.121422,-0.210618,1.0,0.121422,0.0004230000000000067,46.32214999999999,1.632855787500026e-08,3.918853890000062e-08,8.935516749913183e-05,0.0002144524019796
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,4110,4,230,-112.184,48.5145,-12.5873,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,65.383,-0.0999429,63.8063,14.2718,0.121422,-0.210618,1.0,0.121422,0.0004230000000000067,46.32214999999999,1.632855787500026e-08,3.918853890000062e-08,8.935516749913183e-05,0.0002144524019796
D:/MoVerHu_Projekt/FE_Modell/FE-Abaqus-Model/Job-19.odb,Step-941,Increment      6: Step Time =    1.000,LAGERSITZ_NEU-1,13077,6,368,-97.1837,50.0598,-25.6373,ASSEMBLY_LAGERSITZ_NEU-1_SET-GEHAEUSE,ALUMINIUM,,95.3925,-26.6815,91.5783,1.11869,3.24999e-05,-0.000858447,1.0,3.24999e-05,1.9083399999999998e-05,90.56935,1.440309278158333e-09,3.4567422675799998e-09,5.583773200489247e-06,1.340105568117412e-05
