Time,MT1,MT2,MQF,FROX,FROY,FROZ,MROX,MROY,MROZ
254734.51199999775,520.0,520.0,121.25,1200.0,-1400.0,29000.0,-4500.0,-12500.0,7000.0
258334.51199999775,170.0,177.5,10.0,400.0,-1000.0,25500.0,4500.0,-4500.0,-2833.33333333333
261549.74399999756,520.0,520.0,145.0,700.0,-1158.33333333333,28500.0,3656.25,-12500.0,1500.0
261849.74399999756,170.0,177.5,10.0,400.0,-900.0,25500.0,4500.0,-4500.0,-3500.0
262500.76799999754,520.0,517.5,133.125,875.0,-1118.75,28500.0,-4375.0,-12500.0,4000.0
262800.7679999975,177.5,182.5,10.0,-450.0,350.0,17500.0,4750.0,-4375.0,-6000.0
263537.0399999974,517.5,517.5,148.333333333333,733.333333333333,-1130.0,27900.0,-3116.66666666667,-12000.0,2000.0
265089.07199999754,177.5,185.0,5.0,440.0,-1040.0,26000.0,5900.0,-4500.0,-1500.0
265389.07199999754,517.5,517.5,150.0,1250.0,-1400.0,29500.0,4050.0,-12000.0,8125.0
265689.0719999975,177.5,185.0,15.0,416.666666666667,-1008.33333333333,26000.0,4750.0,-4500.0,-1500.0
267579.50399999757,517.5,517.5,145.0,800.0,-1525.0,29500.0,4750.0,-13500.0,625.0
267879.5039999975,182.5,185.0,10.0,500.0,-1050.0,26000.0,5750.0,-4500.0,-1000.0
271479.5039999975,517.5,517.5,133.333333333333,850.0,-1262.5,29000.0,4000.0,-12500.0,3000.0
271779.5039999975,185.0,187.5,10.0,300.0,-950.0,25000.0,4750.0,-4500.0,-6900.0
275379.5039999975,517.5,515.0,150.0,1500.0,-1291.66666666667,29000.0,-3062.5,-12500.0,9166.66666666667
275679.5039999975,185.0,187.5,10.0,400.0,-1250.0,26500.0,5750.0,-4500.0,-5500.0
279279.5039999975,515.0,515.0,123.0,300.0,-750.0,28500.0,4000.0,-12500.0,6750.0
279579.5039999975,185.0,190.0,15.0,483.333333333333,-1250.0,26500.0,4750.0,-4500.0,-5000.0
